,country,type,lat,lon,cap,commissioned,decommissioned
3099,Norway,Hydro,68.572,15.226,5.9,,
3098,Norway,Hydro,68.572,15.226,5.9,,
3097,Norway,Hydro,68.572,15.226,5.9,,
3152,Norway,Hydro,68.6,15.038,2.2,,
3153,Norway,Hydro,68.6,15.038,2.2,,
3624,Norway,Hydro,68.603,15.473,5.3,,
3592,Norway,Hydro,68.616,15.574,3.5,,
3432,Norway,Hydro,68.643,18.771,5.5,,
4636,Norway,Hydro,68.658,18.82,105.0,,
4637,Norway,Hydro,68.658,18.82,105.0,,
3944,Norway,Hydro,68.695,15.413,1.5,,
3945,Norway,Hydro,68.695,15.413,1.5,,
3924,Norway,Hydro,68.718,16.533,1.4,,
3923,Norway,Hydro,68.718,16.533,1.4,,
3626,Norway,Hydro,68.741,18.643,130.0,,
3625,Norway,Hydro,68.741,18.643,130.0,,
3852,Norway,Hydro,68.765,18.439,46.5,,
3851,Norway,Hydro,68.765,18.439,46.5,,
3764,Norway,Hydro,68.805,16.516,7.5,,
3591,Norway,Hydro,68.874,19.561,30.0,,
4198,Norway,Hydro,68.922,16.527,4.3,,
4199,Norway,Hydro,68.922,16.527,4.3,,
3862,Norway,Hydro,69.044,18.59,1.7,,
3861,Norway,Hydro,69.044,18.59,1.7,,
3860,Norway,Hydro,69.044,18.59,1.7,,
3859,Norway,Hydro,69.064,18.539,1.7,,
3128,Norway,Hydro,69.169,29.0,5.5,,
3832,Norway,Hydro,69.223,18.082,108.0,,
3831,Norway,Hydro,69.223,18.082,108.0,,
4394,Norway,Hydro,69.234,20.526,10.0,,
4291,Norway,Hydro,69.239,19.226,5.0,,
3834,Norway,Hydro,69.239,19.226,2.3,,
3833,Norway,Hydro,69.239,19.226,2.3,,
4723,Norway,Hydro,69.314,18.683,5.6,,
4724,Norway,Hydro,69.314,18.683,5.6,,
4943,Norway,Hydro,69.314,18.683,4.0,,
3235,Norway,Hydro,69.315,20.358,83.0,,
3236,Norway,Hydro,69.315,20.358,83.0,,
4399,Norway,Hydro,69.328,18.694,13.0,,
3416,Norway,Hydro,69.35,21.1,90.0,,
3415,Norway,Hydro,69.35,21.1,90.0,,
4133,Norway,Hydro,69.373,29.694,28.0,,
4711,Norway,Hydro,69.373,29.694,54.0,,
4134,Norway,Hydro,69.373,29.694,28.0,,
4710,Norway,Hydro,69.373,29.694,54.0,,
3140,Norway,Hydro,69.387,17.798,5.0,,
4624,Norway,Hydro,69.399,29.787,26.0,,
4066,Norway,Hydro,69.433,17.483,10.0,,
4812,Norway,Hydro,69.516,19.281,5.5,,
4906,Norway,Hydro,69.557,21.39,2.8,,
4905,Norway,Hydro,69.557,21.39,2.8,,
4904,Norway,Hydro,69.557,21.39,2.8,,
2933,Norway,Hydro,69.576,20.211,1.6,,
3189,Norway,Hydro,69.591,20.277,6.6,,
3454,Norway,Hydro,69.609,30.024,36.5,,
4406,Norway,Hydro,69.661,22.22,8.5,,
3966,Norway,Hydro,69.666,21.107,9.0,,
3967,Norway,Hydro,69.666,21.107,9.0,,
3171,Norway,Hydro,69.705,23.819,165.0,1987.0,
3172,Norway,Hydro,69.705,23.819,165.0,1987.0,
3089,Norway,Hydro,69.714,22.169,63.8,,
3092,Norway,Hydro,69.714,22.169,63.8,,
3091,Norway,Hydro,69.714,22.169,63.8,,
3093,Norway,Hydro,69.714,22.169,63.8,,
3090,Norway,Hydro,69.714,22.169,63.8,,
4131,Norway,Hydro,69.727,30.045,4.9,,
4132,Norway,Hydro,69.727,30.045,4.9,,
2951,Norway,Hydro,69.829,25.167,1.8,,
3683,Norway,Hydro,69.914,19.26,5.8,,
3684,Norway,Hydro,69.914,19.26,5.8,,
3685,Norway,Hydro,69.914,19.26,5.8,,
3686,Norway,Hydro,69.914,19.26,5.8,,
3688,Norway,Hydro,69.914,19.26,5.8,,
3689,Norway,Hydro,69.914,19.26,5.8,,
3690,Norway,Hydro,69.914,19.26,5.8,,
3687,Norway,Hydro,69.914,19.26,5.8,,
2907,Norway,Hydro,69.937,19.629,11.9,,
2906,Norway,Hydro,69.937,19.629,11.9,,
3163,Norway,Hydro,69.955,23.328,5.0,,
3165,Norway,Hydro,69.955,23.328,5.0,,
3162,Norway,Hydro,69.955,23.328,5.0,,
3161,Norway,Hydro,69.955,23.328,5.0,,
3164,Norway,Hydro,69.955,23.328,5.0,,
3238,Norway,Hydro,69.967,18.848,5.0,,
4866,Norway,Hydro,70.015,29.115,5.2,,
4310,Norway,Hydro,70.051,24.972,1.0,,
4311,Norway,Hydro,70.051,24.972,1.0,,
3149,Norway,Hydro,70.328,26.712,60.0,,
3150,Norway,Hydro,70.372,26.788,60.0,,
3148,Norway,Hydro,70.372,26.788,60.0,,
3495,Norway,Hydro,70.403,23.63,19.3,,
3496,Norway,Hydro,70.403,23.63,19.3,,
3497,Norway,Hydro,70.403,23.63,19.3,,
2858,Norway,Hydro,70.597,22.109,24.0,,
2859,Norway,Hydro,70.597,22.109,24.0,,
2865,Norway,Hydro,70.597,22.109,24.0,,
2860,Norway,Hydro,70.597,22.109,24.0,,
2861,Norway,Hydro,70.597,22.109,24.0,,
2862,Norway,Hydro,70.597,22.109,24.0,,
2863,Norway,Hydro,70.597,22.109,24.0,,
2864,Norway,Hydro,70.597,22.109,24.0,,
3605,Norway,Hydro,70.72,29.319,4.6,,
3606,Norway,Hydro,70.72,29.319,4.6,,
3105,Norway,Hydro,70.747,25.672,5.8,,
3104,Norway,Hydro,70.747,25.672,5.8,,
4154,Norway,Hydro,70.757,27.342,5.4,,
4155,Norway,Hydro,70.757,27.342,5.4,,
5100,Poland,Hydro,52.648,19.068,168.0,1969.0,
5183,Portugal,Hydro,38.295,-8.224,140.0,1988.0,
5182,Portugal,Hydro,38.295,-8.224,140.0,1988.0,
5160,Portugal,Hydro,39.543,-8.32,159.0,1951.0,
5159,Portugal,Hydro,39.543,-8.32,159.0,1951.0,
5158,Portugal,Hydro,39.543,-8.32,159.0,1951.0,
5196,Portugal,Hydro,39.627,-7.747,132.0,1973.0,
5194,Portugal,Hydro,39.627,-7.747,132.0,1973.0,
5195,Portugal,Hydro,39.627,-7.747,132.0,1973.0,
5130,Portugal,Hydro,39.873,-8.402,240.0,1975.0,
5131,Portugal,Hydro,39.873,-8.402,240.0,1975.0,
5132,Portugal,Hydro,39.873,-8.402,240.0,1975.0,
5136,Portugal,Hydro,40.964,-8.034,108.0,1954.0,
5137,Portugal,Hydro,40.964,-8.034,108.0,1954.0,
5155,Portugal,Hydro,41.064,-8.5,117.0,1985.0,
5154,Portugal,Hydro,41.064,-8.5,117.0,1985.0,
5153,Portugal,Hydro,41.064,-8.5,117.0,1985.0,
5126,Portugal,Hydro,41.112,-8.004,201.0,1971.0,
5127,Portugal,Hydro,41.112,-8.004,201.0,1971.0,
5128,Portugal,Hydro,41.112,-8.004,201.0,1971.0,
5140,Portugal,Hydro,41.13,-7.124,186.0,1982.0,
5142,Portugal,Hydro,41.13,-7.124,186.0,1982.0,
5141,Portugal,Hydro,41.13,-7.124,186.0,1982.0,
5150,Portugal,Hydro,41.166,-7.787,180.0,1973.0,
5152,Portugal,Hydro,41.166,-7.787,180.0,1973.0,
5151,Portugal,Hydro,41.166,-7.787,180.0,1973.0,
5147,Portugal,Hydro,41.308,-6.504,240.0,1964.0,
5170,Portugal,Hydro,41.308,-6.504,191.0,2011.0,
5146,Portugal,Hydro,41.308,-6.504,240.0,1964.0,
5145,Portugal,Hydro,41.308,-6.504,240.0,1964.0,
5167,Portugal,Hydro,41.4,-6.37,195.0,1958.0,
5169,Portugal,Hydro,41.4,-6.37,195.0,1958.0,
5193,Portugal,Hydro,41.4,-6.37,245.0,2011.0,
5168,Portugal,Hydro,41.4,-6.37,195.0,1958.0,
5179,Portugal,Hydro,41.5,-6.271,180.0,1960.0,
5180,Portugal,Hydro,41.5,-6.271,180.0,1960.0,
5181,Portugal,Hydro,41.5,-6.271,180.0,1960.0,
5129,Portugal,Hydro,41.5,-6.271,189.0,1995.0,
5139,Portugal,Hydro,41.869,-8.203,630.0,1992.0,
5138,Portugal,Hydro,41.869,-8.203,630.0,1992.0,
5236,Romania,Hydro,44.671,22.529,245.4,1972.0,
5260,Romania,Hydro,44.673,22.532,1161.0,1972.0,
5259,Romania,Hydro,44.673,22.532,1161.0,1972.0,
5258,Romania,Hydro,44.673,22.532,1161.0,1972.0,
5255,Romania,Hydro,44.673,22.532,1161.0,1972.0,
5256,Romania,Hydro,44.673,22.532,1161.0,1972.0,
5257,Romania,Hydro,44.673,22.532,1161.0,1972.0,
5203,Romania,Hydro,44.772,28.545,208.4,1961.0,
5209,Romania,Hydro,45.05,22.946,104.8,1982.0,
5244,Romania,Hydro,45.081,21.718,114.8,,
5227,Romania,Hydro,45.337,24.273,509.0,1973.0,
5207,Romania,Hydro,45.339,22.721,335.0,1986.0,
5208,Romania,Hydro,45.339,22.721,335.0,1986.0,
5262,Romania,Hydro,45.39,22.334,137.7,,
5205,Romania,Hydro,45.396,24.622,219.4,1966.0,
5228,Romania,Hydro,45.447,23.768,509.0,1899.0,
5226,Romania,Hydro,45.447,23.768,509.0,1899.0,
5213,Romania,Hydro,45.588,23.628,148.7,1980.0,
5221,Romania,Hydro,45.778,23.621,149.0,1985.0,
5269,Romania,Hydro,47.011,24.509,219.2,1976.0,
5443,Slovakia,Hydro,47.88,17.538,720.0,1992.0,
5441,Slovakia,Hydro,49.098,19.485,198.0,1976.0,
5416,Slovenia,Hydro,46.403,16.034,116.0,1978.0,
5417,Slovenia,Hydro,46.403,16.034,116.0,1978.0,
5418,Slovenia,Hydro,46.448,15.787,126.0,1969.0,
5419,Slovenia,Hydro,46.448,15.787,126.0,1969.0,
657,Spain,Hydro,39.208,-1.24,3543.3,1949.0,
5452,Spain,Hydro,39.263,-0.919,877.8,1989.0,
5447,Spain,Hydro,39.263,-0.919,877.8,1989.0,
5446,Spain,Hydro,39.263,-0.919,877.8,1989.0,
736,Spain,Hydro,39.263,-0.919,739.0,,
735,Spain,Hydro,39.263,-0.919,739.0,,
5451,Spain,Hydro,39.263,-0.919,877.8,1989.0,
749,Spain,Hydro,39.664,-7.533,2232.3,1977.0,
752,Spain,Hydro,39.664,-7.533,2232.3,1977.0,
755,Spain,Hydro,39.664,-7.533,2232.3,1977.0,
750,Spain,Hydro,39.664,-7.533,2232.3,1977.0,
751,Spain,Hydro,39.73,-6.887,2232.3,1977.0,
754,Spain,Hydro,39.73,-6.887,2232.3,1977.0,
756,Spain,Hydro,39.73,-6.887,2232.3,1977.0,
757,Spain,Hydro,39.73,-6.887,2232.3,1977.0,
753,Spain,Hydro,40.221,-6.133,2232.3,1977.0,
664,Spain,Hydro,41.045,-6.807,3543.3,1956.0,
665,Spain,Hydro,41.045,-6.807,3543.3,1956.0,
662,Spain,Hydro,41.212,-6.686,3543.3,1962.0,
663,Spain,Hydro,41.212,-6.686,3543.3,1962.0,
666,Spain,Hydro,41.212,-6.686,3543.3,1962.0,
656,Spain,Hydro,41.212,-6.686,3543.3,1962.0,
654,Spain,Hydro,41.212,-6.686,3543.3,1986.0,
653,Spain,Hydro,41.212,-6.686,3543.3,1962.0,
659,Spain,Hydro,41.212,-6.686,3543.3,1986.0,
660,Spain,Hydro,41.212,-6.686,3543.3,1962.0,
648,Spain,Hydro,41.267,-6.308,3543.3,1970.0,
661,Spain,Hydro,41.267,-6.308,3543.3,1970.0,
658,Spain,Hydro,41.267,-6.308,3543.3,1970.0,
652,Spain,Hydro,41.267,-6.308,3543.3,1970.0,
651,Spain,Hydro,41.267,-6.308,3543.3,1970.0,
650,Spain,Hydro,41.267,-6.308,3543.3,1970.0,
649,Spain,Hydro,41.528,-5.988,3543.3,1935.0,
655,Spain,Hydro,41.576,-6.189,3543.3,1952.0,
703,Spain,Hydro,42.168,-7.174,1556.6,,
702,Spain,Hydro,42.414,-7.653,1556.6,,
763,Spain,Hydro,42.626,-7.713,941.1,,
764,Spain,Hydro,42.626,-7.713,941.1,,
765,Spain,Hydro,42.626,-7.713,941.1,,
5385,Sweden,Hydro,58.274,12.272,172.0,1941.0,
5386,Sweden,Hydro,60.569,17.449,125.0,1988.0,
5334,Sweden,Hydro,60.902,12.594,135.0,1962.0,
5347,Sweden,Hydro,61.381,13.731,330.0,1960.0,
5348,Sweden,Hydro,61.381,13.731,330.0,1960.0,
5346,Sweden,Hydro,61.381,13.731,330.0,1960.0,
5321,Sweden,Hydro,62.047,14.878,103.0,1952.0,
5371,Sweden,Hydro,62.383,17.317,100.0,,
5382,Sweden,Hydro,62.476,16.325,110.0,1943.0,
5383,Sweden,Hydro,62.525,17.375,160.0,1955.0,
5384,Sweden,Hydro,62.95,16.666,140.0,,
5362,Sweden,Hydro,63.145,16.118,250.0,1939.0,
5368,Sweden,Hydro,63.233,13.682,160.0,,
5400,Sweden,Hydro,63.237,15.244,155.0,,
5401,Sweden,Hydro,63.265,17.182,155.0,,
5337,Sweden,Hydro,63.372,13.417,116.0,,
5392,Sweden,Hydro,63.45,16.95,113.0,1946.0,
5393,Sweden,Hydro,63.544,16.77,275.0,1953.0,
5390,Sweden,Hydro,63.767,16.817,157.0,,
5394,Sweden,Hydro,63.88,20.018,581.0,1958.0,
5395,Sweden,Hydro,63.88,20.018,581.0,1958.0,
5396,Sweden,Hydro,63.88,20.018,581.0,1958.0,
5397,Sweden,Hydro,63.88,20.018,581.0,1958.0,
5363,Sweden,Hydro,63.999,19.57,223.0,1957.0,
5372,Sweden,Hydro,64.459,15.538,130.0,,
5398,Sweden,Hydro,64.474,18.882,105.0,1962.0,
5388,Sweden,Hydro,64.751,20.953,150.0,,
5391,Sweden,Hydro,64.947,16.827,133.0,1961.0,
5399,Sweden,Hydro,65.018,19.69,131.0,1961.0,
5314,Sweden,Hydro,65.114,19.464,214.0,1964.0,
5313,Sweden,Hydro,65.114,19.464,214.0,1964.0,
5319,Sweden,Hydro,65.402,18.673,100.0,1972.0,
5374,Sweden,Hydro,65.808,21.672,112.0,1910.0,
5402,Sweden,Hydro,65.843,20.376,132.0,1939.0,
5320,Sweden,Hydro,66.219,20.857,202.0,1962.0,
5315,Sweden,Hydro,66.429,20.652,275.0,1964.0,
5316,Sweden,Hydro,66.502,20.38,487.0,1967.0,
5317,Sweden,Hydro,66.502,20.38,487.0,1967.0,
5318,Sweden,Hydro,66.502,20.38,487.0,1967.0,
5373,Sweden,Hydro,66.632,19.821,160.0,,
5309,Sweden,Hydro,66.686,20.336,452.0,1963.0,
5310,Sweden,Hydro,66.686,20.336,452.0,1963.0,
5308,Sweden,Hydro,66.686,20.336,452.0,1963.0,
5311,Sweden,Hydro,66.809,19.897,343.0,1954.0,
5326,Sweden,Hydro,66.886,19.819,830.0,1951.0,
5327,Sweden,Hydro,66.886,19.819,830.0,1951.0,
5328,Sweden,Hydro,66.886,19.819,830.0,1951.0,
5329,Sweden,Hydro,66.886,19.819,830.0,1951.0,
5323,Sweden,Hydro,66.959,19.802,440.0,1978.0,
5322,Sweden,Hydro,66.959,19.802,440.0,1978.0,
5312,Sweden,Hydro,66.976,18.575,225.0,1967.0,
5324,Sweden,Hydro,67.493,18.355,325.0,1971.0,
5325,Sweden,Hydro,67.493,18.355,325.0,1971.0,
5335,Sweden,Hydro,67.732,17.49,320.0,1978.0,
2542,United Kingdom,Hydro,53.118,-4.103,384.0,1961.0,
2541,United Kingdom,Hydro,53.118,-4.103,384.0,1961.0,
2540,United Kingdom,Hydro,53.118,-4.103,384.0,1961.0,
2635,United Kingdom,Hydro,55.985,-4.821,15.0,1963.0,
2476,United Kingdom,Hydro,56.009,-5.12,0.0,,
2477,United Kingdom,Hydro,56.009,-5.12,0.0,,
2672,United Kingdom,Hydro,56.07,-5.329,6.0,,
2662,United Kingdom,Hydro,56.244,-4.216,17.0,1955.0,
2712,United Kingdom,Hydro,56.251,-4.712,153.0,1950.0,
2713,United Kingdom,Hydro,56.251,-4.712,153.0,1950.0,
2714,United Kingdom,Hydro,56.251,-4.712,153.0,1950.0,
2715,United Kingdom,Hydro,56.251,-4.712,153.0,1950.0,
2529,United Kingdom,Hydro,56.3,-5.583,44.0,1955.0,
2742,United Kingdom,Hydro,56.317,-4.829,0.0,,
2426,United Kingdom,Hydro,56.394,-5.115,440.0,1966.0,
2427,United Kingdom,Hydro,56.394,-5.115,440.0,1965.0,
2428,United Kingdom,Hydro,56.394,-5.115,440.0,1965.0,
2429,United Kingdom,Hydro,56.394,-5.115,440.0,1965.0,
2554,United Kingdom,Hydro,56.401,-4.122,20.0,,
2699,United Kingdom,Hydro,56.485,-4.327,61.0,,
2698,United Kingdom,Hydro,56.485,-4.327,61.0,,
2700,United Kingdom,Hydro,56.548,-4.472,61.0,,
2701,United Kingdom,Hydro,56.55,-4.521,61.0,,
2738,United Kingdom,Hydro,56.633,-4.367,51.0,1930.0,
2737,United Kingdom,Hydro,56.633,-4.367,51.0,1930.0,
2736,United Kingdom,Hydro,56.633,-4.367,51.0,1930.0,
2437,United Kingdom,Hydro,56.678,-4.508,0.0,1953.0,
2439,United Kingdom,Hydro,56.707,-4.02,75.0,1955.0,
2440,United Kingdom,Hydro,56.707,-4.02,75.0,1955.0,
2438,United Kingdom,Hydro,56.707,-4.02,75.0,1955.0,
2728,United Kingdom,Hydro,56.708,-4.021,40.0,1933.0,
2729,United Kingdom,Hydro,56.708,-4.021,40.0,1933.0,
2675,United Kingdom,Hydro,56.749,-3.874,79.0,,
2674,United Kingdom,Hydro,56.749,-3.874,79.0,,
2625,United Kingdom,Hydro,57.036,-5.681,25.0,1963.0,
2417,United Kingdom,Hydro,57.057,-4.23,0.0,1957.0,
2596,United Kingdom,Hydro,57.072,-4.774,39.0,,
2597,United Kingdom,Hydro,57.078,-5.181,39.0,,
2652,United Kingdom,Hydro,57.144,-4.659,100.0,2008.0,
2703,United Kingdom,Hydro,57.153,-4.932,79.0,,
2706,United Kingdom,Hydro,57.153,-4.932,79.0,,
2705,United Kingdom,Hydro,57.153,-4.932,79.0,,
2702,United Kingdom,Hydro,57.153,-4.932,79.0,,
2704,United Kingdom,Hydro,57.205,-4.723,79.0,,
2563,United Kingdom,Hydro,57.246,-4.49,320.0,1974.0,
2562,United Kingdom,Hydro,57.246,-4.49,320.0,1974.0,
2450,United Kingdom,Hydro,57.327,-4.795,75.0,1951.0,
2451,United Kingdom,Hydro,57.327,-4.795,75.0,1951.0,
2452,United Kingdom,Hydro,57.327,-4.795,75.0,1951.0,
2453,United Kingdom,Hydro,57.327,-4.795,75.0,1951.0,
2503,United Kingdom,Hydro,57.407,-4.845,98.0,,
2502,United Kingdom,Hydro,57.407,-4.845,98.0,,
2499,United Kingdom,Hydro,57.466,-4.509,98.0,,
2498,United Kingdom,Hydro,57.466,-4.509,98.0,,
2497,United Kingdom,Hydro,57.468,-4.528,98.0,,
2496,United Kingdom,Hydro,57.468,-4.528,98.0,,
2500,United Kingdom,Hydro,57.506,-4.536,98.0,,
2501,United Kingdom,Hydro,57.506,-4.536,98.0,,
2676,United Kingdom,Hydro,57.55,-2.617,79.0,,
2677,United Kingdom,Hydro,57.55,-2.617,79.0,,
2678,United Kingdom,Hydro,57.55,-2.617,79.0,,
2573,United Kingdom,Hydro,57.575,-4.694,89.0,,
2574,United Kingdom,Hydro,57.575,-4.694,89.0,,
2579,United Kingdom,Hydro,57.612,-4.567,89.0,,
2578,United Kingdom,Hydro,57.64,-4.747,89.0,,
2577,United Kingdom,Hydro,57.64,-4.747,89.0,,
2572,United Kingdom,Hydro,57.65,-5.413,34.0,,
2571,United Kingdom,Hydro,57.65,-5.413,34.0,,
2576,United Kingdom,Hydro,57.759,-4.802,89.0,,
2575,United Kingdom,Hydro,57.759,-4.802,89.0,,
2425,United Kingdom,Hydro,57.933,-4.4,24.0,1958.0,
2424,United Kingdom,Hydro,57.933,-4.4,24.0,1958.0,
2432,United Kingdom,Hydro,57.977,-4.583,11.0,1959.0,
2431,United Kingdom,Hydro,57.977,-4.583,11.0,1959.0,
52,Austria,Biomass,48.167,16.433,1272.2,2009.0,
95,Belgium,Biomass,51.127,3.769,268.0,,
9912,Denmark,Biomass,56.1214,9.0068,88.0,2009.0,
915,Finland,Biomass,60.909,26.665,100.0,,
919,Finland,Biomass,61.25,28.861,185.0,,
912,Finland,Biomass,62.599,25.732,260.0,,
914,Finland,Biomass,62.923,30.222,107.0,,
913,Finland,Biomass,63.702,22.704,143.0,,
879,Finland,Biomass,64.233,27.69,125.0,,
956,France,Biomass,43.49,5.5,150.0,,
12527,Germany,Biomass,50.1294,8.7679,12.4,2004.0,
12528,Germany,Biomass,48.7912,11.5068,15.1,2007.0,
12529,Germany,Biomass,51.604,7.2508,14.0,2004.0,
12530,Germany,Biomass,51.614,7.4813,20.0,2006.0,
12531,Germany,Biomass,51.637,7.6188,17.7,2005.0,
12532,Germany,Biomass,50.0226,8.3772,12.6,2003.0,
12533,Germany,Biomass,52.3048,13.636,17.1,2003.0,
12534,Germany,Biomass,49.5164,8.4602,17.9,2003.0,
12566,Germany,Biomass,48.6285,10.2009,14.0,2004.0,
12567,Germany,Biomass,53.3,14.25,17.8,2006.0,
12568,Germany,Biomass,48.397,9.9648,13.2,2003.0,
12569,Germany,Biomass,50.4978,11.6562,12.9,2008.0,
12574,Germany,Biomass,49.5154,9.3252,28.4,2003.0,
12575,Germany,Biomass,51.9201,11.8018,10.2,1996.0,
12576,Germany,Biomass,51.5152,12.3248,40.0,2004.0,
12577,Germany,Biomass,52.8515,13.7781,20.0,2006.0,
12578,Germany,Biomass,48.6283,10.2008,15.7,2004.0,
12580,Germany,Biomass,51.4662,13.5046,12.6,2004.0,
12581,Germany,Biomass,52.1827,14.2584,18.3,2001.0,
12582,Germany,Biomass,51.4901,10.4129,53.5,1999.0,
12583,Germany,Biomass,51.8554,6.8887,11.4,2006.0,
12584,Germany,Biomass,53.1511,12.3771,19.7,2002.0,
12585,Germany,Biomass,51.8848,8.9567,19.9,2000.0,
12586,Germany,Biomass,49.9713,8.0606,12.4,2004.0,
12587,Germany,Biomass,48.4933,11.1766,9.6,2007.0,
12588,Germany,Biomass,51.205,6.7085,12.1,2008.0,
12589,Germany,Biomass,50.7021,8.0732,14.0,2006.0,
12590,Germany,Biomass,49.0115,9.6718,18.8,2000.0,
12591,Germany,Biomass,53.7419,12.783,9.8,2003.0,
12592,Germany,Biomass,51.35,7.45,20.0,2004.0,
12593,Germany,Biomass,51.8712,12.6185,18.1,2009.0,
12595,Germany,Biomass,51.4899,10.4131,18.1,2006.0,
12607,Germany,Biomass,49.9882,9.1558,2.0,,
12729,Germany,Biomass,53.2656,13.95,20.0,2003.0,
12741,Germany,Biomass,51.4067,8.6012,18.0,1990.0,
12756,Germany,Biomass,53.3422,7.2062,20.0,2005.0,
12761,Germany,Biomass,53.149,12.3797,18.6,2002.0,
12903,Germany,Biomass,52.4253,13.5173,16.5,2005.0,
12908,Germany,Biomass,47.7971,10.8587,9.8,1999.0,
13000,Germany,Biomass,48.8971,8.725,12.3,2004.0,
13100,Germany,Biomass,51.9154,8.4003,12.1,2001.0,
13101,Germany,Biomass,49.2613,11.4516,15.6,1997.0,
13193,Germany,Biomass,52.577,9.1101,20.0,2005.0,
13305,Germany,Biomass,53.5319,10.0746,20.0,2005.0,
13504,Germany,Biomass,49.5349,8.4636,59.2,,
13596,Germany,Biomass,49.0393,8.3113,78.0,2010.0,
13655,Germany,Biomass,53.0867,14.3194,13.3,2009.0,
13656,Germany,Biomass,52.0778,13.5173,16.0,2002.0,
13715,Germany,Biomass,51.9848,9.8228,16.8,1988.0,
13717,Germany,Biomass,48.267,9.7262,21.2,,
13729,Germany,Biomass,50.0405,8.2532,31.7,,
13773,Germany,Biomass,52.7271,12.0112,138.9,,
13782,Germany,Biomass,48.4554,11.7995,528.0,1986.0,
16011,Ireland,Biomass,53.2735,-8.0403,137.0,,
1175,Hungary,Biomass,46.064,18.263,61.7,1961.0,
1204,Hungary,Biomass,47.096,17.558,27.7,,
1234,Hungary,Biomass,46.064,18.263,44.1,1965.0,
1401,Italy,Biomass,43.858,11.138,14.0,,
1418,Italy,Biomass,45.221,8.704,18.0,,
1454,Italy,Biomass,44.651,11.892,22.0,,
1455,Italy,Biomass,44.651,11.892,22.0,,
1491,Italy,Biomass,41.89,12.5,18.0,,
1518,Italy,Biomass,44.758,8.855,50.0,,
1598,Italy,Biomass,41.89,12.498,34.0,,
1632,Italy,Biomass,40.234,9.043,36.0,,
1728,Italy,Biomass,45.472,9.21,14.0,,
1743,Italy,Biomass,45.792,9.178,15.0,,
1846,Italy,Biomass,45.195,7.889,16.0,,
1871,Italy,Biomass,41.801,13.311,0.0,,
1907,Italy,Biomass,44.917,7.489,14.0,,
1938,Italy,Biomass,39.225,17.107,48.0,,
1948,Italy,Biomass,40.379,15.401,12.0,,
1971,Italy,Biomass,42.001,14.995,13.0,,
2184,Italy,Biomass,37.51,14.263,18.0,,
2214,Italy,Biomass,39.081,17.127,32.0,,
2248,Italy,Biomass,42.138,12.594,150.0,,
2249,Italy,Biomass,42.138,12.594,150.0,,
2250,Italy,Biomass,42.138,12.594,150.0,,
2251,Italy,Biomass,42.138,12.594,150.0,,
2263,Italy,Biomass,39.373,16.238,14.0,,
2298,Italy,Biomass,39.423,8.922,13.0,,
5453,Italy,Biomass,43.858,11.138,14.0,,
5074,Poland,Biomass,50.433,21.333,225.0,1983.0,
5050,Poland,Biomass,53.707,18.926,111.6,,
18740,Portugal,Biomass,40.9821,-8.5465,1.1,2004.0,
18741,Portugal,Biomass,39.4723,-8.3327,9.0,2001.0,
18742,Portugal,Biomass,40.0522,-8.8763,70.0,1987.0,
18743,Portugal,Biomass,39.6622,-7.672,30.0,1992.0,
18744,Portugal,Biomass,41.6996,-8.7139,38.8,2002.0,
18745,Portugal,Biomass,40.5848,-7.7916,4.0,1996.0,
18746,Portugal,Biomass,40.0576,-8.8595,95.0,2004.0,
18747,Portugal,Biomass,40.687,-8.5897,35.1,2005.0,
18748,Portugal,Biomass,38.4935,-8.8108,53.9,2004.0,
19036,Portugal,Biomass,39.6566,-7.657,6.0,1998.0,
19037,Portugal,Biomass,40.886,-8.4285,10.0,2008.0,
19038,Portugal,Biomass,40.0529,-8.8762,34.3,2009.0,
19039,Portugal,Biomass,39.8163,-8.1062,3.0,2010.0,
19040,Portugal,Biomass,40.3659,-7.3541,2.0,2010.0,
19041,Portugal,Biomass,40.6852,-8.591,12.5,2009.0,
19042,Portugal,Biomass,39.4723,-8.3327,13.7,2009.0,
19043,Portugal,Biomass,40.3778,-8.1864,9.0,1999.0,
19044,Portugal,Biomass,39.6621,-7.6715,13.0,2007.0,
19045,Portugal,Biomass,38.4916,-8.8113,12.5,2009.0,
20140,Spain,Biomass,37.6167,-4.3225,20.0,,
5367,Sweden,Biomass,59.265,15.178,100.0,,
5336,Sweden,Biomass,59.353,18.102,120.0,2016.0,
2444,United Kingdom,Biomass,53.737,-0.997,3870.0,1974.0,
2445,United Kingdom,Biomass,53.737,-0.997,3870.0,1974.0,
2446,United Kingdom,Biomass,53.737,-0.997,3870.0,1974.0,
2583,United Kingdom,Biomass,55.152,-3.379,45.0,,
2466,United Kingdom,Biomass,56.202,-3.162,55.0,,
920,Austria,Wind,48.0338,16.7264,9.0,2000.0,
921,Austria,Wind,48.09,16.844,37.0,2014.0,
922,Austria,Wind,48.09,16.844,21.0,,
923,Austria,Wind,48.095,16.89,21.0,2015.0,
96,Belgium,Wind,51.527,3.014,165.0,,
89,Belgium,Wind,51.54,2.921,177.6,,
87,Belgium,Wind,51.556,2.969,147.6,,
110,Belgium,Wind,51.619,2.9,216.0,,
97,Belgium,Wind,51.66,2.8,171.0,,
133,Bulgaria,Wind,43.457,28.451,156.0,,
565,Denmark,Wind,54.523,11.545,207.0,,
