,country,type,lat,lon,cap,commissioned,decommissioned
342,Germany,Gas,51.222,6.732,1145.0,1976.0,
341,Germany,Gas,51.222,6.732,1145.0,1975.0,
290,Germany,Gas,51.352,12.377,167.0,1996.0,
395,Germany,Gas,51.376,6.724,600.0,1975.0,
394,Germany,Gas,51.376,6.724,600.0,1976.0,
335,Germany,Gas,51.404,7.415,424.0,2007.0,
386,Germany,Gas,51.412,7.492,250.0,,
355,Germany,Gas,51.46,6.731,320.0,1955.0,
356,Germany,Gas,51.46,6.731,320.0,1955.0,
354,Germany,Gas,51.46,6.731,320.0,1955.0,
365,Germany,Gas,51.492,6.727,385.0,1958.0,
364,Germany,Gas,51.492,6.727,385.0,1958.0,
363,Germany,Gas,51.492,6.727,385.0,1958.0,
434,Germany,Gas,51.616,7.478,850.0,2008.0,
435,Germany,Gas,51.616,7.478,850.0,2008.0,
446,Germany,Gas,51.675,7.717,2003.0,2004.0,
447,Germany,Gas,51.675,7.717,2003.0,1973.0,2017.0
445,Germany,Gas,51.675,7.717,2003.0,1973.0,
444,Germany,Gas,51.675,7.717,2003.0,1972.0,
443,Germany,Gas,51.675,7.717,2003.0,1972.0,
442,Germany,Gas,51.675,7.717,2003.0,1973.0,
313,Germany,Gas,52.23,13.301,356.0,1987.0,2016.0
312,Germany,Gas,52.23,13.301,356.0,1987.0,2016.0
311,Germany,Gas,52.23,13.301,356.0,1987.0,2016.0
318,Germany,Gas,52.23,13.301,356.0,1987.0,
317,Germany,Gas,52.23,13.301,356.0,1987.0,
314,Germany,Gas,52.23,13.301,356.0,1987.0,
316,Germany,Gas,52.23,13.301,356.0,1987.0,
315,Germany,Gas,52.23,13.301,356.0,1987.0,
482,Germany,Gas,52.399,9.681,100.0,,
473,Germany,Gas,52.42,9.648,230.0,2013.0,
472,Germany,Gas,52.42,9.648,230.0,2013.0,
470,Germany,Gas,52.42,9.648,230.0,2013.0,
471,Germany,Gas,52.42,9.648,230.0,2013.0,
263,Germany,Gas,52.442,13.453,144.0,1972.0,
264,Germany,Gas,52.442,13.453,144.0,1974.0,
378,Germany,Gas,52.481,7.306,1820.0,1974.0,
376,Germany,Gas,52.481,7.306,1820.0,2010.0,
377,Germany,Gas,52.481,7.306,1820.0,1975.0,
258,Germany,Gas,52.512,13.421,444.0,1996.0,
289,Germany,Gas,52.525,13.315,146.0,1975.0,
288,Germany,Gas,52.525,13.315,146.0,1975.0,
287,Germany,Gas,52.525,13.315,146.0,1975.0,
324,Germany,Gas,52.59,13.558,180.0,,
323,Germany,Gas,52.59,13.558,180.0,,
322,Germany,Gas,52.59,13.558,180.0,,
325,Germany,Gas,52.59,13.558,180.0,,
492,Germany,Gas,53.129,8.686,176.0,2016.0,
460,Germany,Gas,53.129,8.686,450.0,2016.0,
509,Germany,Gas,53.19,8.409,321.0,1978.0,
256,Germany,Gas,53.525,10.071,316.0,1993.0,
255,Germany,Gas,53.525,10.071,316.0,1993.0,
1121,Greece,Gas,37.747,24.068,378.0,2006.0,
1137,Greece,Gas,37.747,24.068,550.0,1997.0,
1155,Greece,Gas,37.747,24.068,173.0,,2014.0
1141,Greece,Gas,37.924,23.072,433.0,2011.0,
1139,Greece,Gas,37.954,23.61,188.0,1971.0,2011.0
1140,Greece,Gas,37.954,23.61,151.0,1968.0,2016.0
1132,Greece,Gas,38.239,22.95,410.0,2010.0,
1125,Greece,Gas,38.28,23.327,422.0,2010.0,
1152,Greece,Gas,38.28,23.327,49.0,2004.0,
1156,Greece,Gas,38.28,23.327,49.0,2004.0,
1173,Greece,Gas,38.28,23.327,49.0,2004.0,
1138,Greece,Gas,38.357,22.689,432.0,2011.0,
1148,Greece,Gas,38.357,22.689,334.0,2007.0,
1134,Greece,Gas,38.39,24.052,417.0,,
1150,Greece,Gas,40.687,22.885,400.0,2005.0,
1153,Greece,Gas,41.064,25.49,476.0,2001.0,
1240,Ireland,Gas,51.82,-8.247,435.0,2010.0,
1289,Ireland,Gas,51.836,-8.231,678.0,1980.0,
1287,Ireland,Gas,51.836,-8.231,678.0,1980.0,
1286,Ireland,Gas,51.836,-8.231,678.0,2010.0,
1285,Ireland,Gas,51.836,-8.231,678.0,1980.0,
1288,Ireland,Gas,51.836,-8.231,678.0,1980.0,
1266,Ireland,Gas,51.9,-8.446,95.0,1979.0,
1238,Ireland,Gas,52.621,-9.066,170.0,,
1239,Ireland,Gas,52.621,-9.066,170.0,,
1294,Ireland,Gas,53.167,-8.382,404.0,2006.0,
1243,Ireland,Gas,53.29,-7.086,112.0,2010.0,
1242,Ireland,Gas,53.29,-7.086,112.0,2010.0,
1272,Ireland,Gas,53.339,-6.187,490.0,1994.0,
1293,Ireland,Gas,53.34,-6.205,405.0,2002.0,
1270,Ireland,Gas,53.35,-6.21,271.0,1982.0,2010.0
1271,Ireland,Gas,53.35,-6.21,271.0,1982.0,
1277,Ireland,Gas,53.359,-7.211,104.0,2004.0,
1278,Ireland,Gas,53.359,-7.211,104.0,2004.0,
2774,Ireland,Gas,53.406,-6.345,12.0,,
1291,Ireland,Gas,53.41,-6.326,744.0,2002.0,
1290,Ireland,Gas,53.41,-6.326,744.0,2007.0,
1284,Ireland,Gas,54.194,-9.22,104.0,2006.0,
1283,Ireland,Gas,54.194,-9.22,104.0,2008.0,
1182,Hungary,Gas,47.095,17.556,113.7,,
1183,Hungary,Gas,47.095,17.556,113.7,,
1194,Hungary,Gas,47.328,18.918,782.7,1974.0,
1200,Hungary,Gas,47.328,18.918,782.7,1974.0,
1199,Hungary,Gas,47.328,18.918,782.7,1974.0,
1198,Hungary,Gas,47.328,18.918,782.7,1976.0,
1197,Hungary,Gas,47.328,18.918,782.7,,
1196,Hungary,Gas,47.328,18.918,782.7,1974.0,
1195,Hungary,Gas,47.328,18.918,782.7,1974.0,
1180,Hungary,Gas,47.335,19.022,48.5,,
1188,Hungary,Gas,47.428,19.052,401.0,2000.0,
1189,Hungary,Gas,47.428,19.052,401.0,2000.0,
1190,Hungary,Gas,47.428,19.052,401.0,2000.0,
1192,Hungary,Gas,47.458,19.164,109.2,2004.0,
1185,Hungary,Gas,47.462,19.056,27.3,,
1186,Hungary,Gas,47.462,19.056,27.3,1995.0,
1237,Hungary,Gas,47.464,19.056,173.0,,
1236,Hungary,Gas,47.464,19.056,173.0,,
1179,Hungary,Gas,47.519,21.63,95.0,2001.0,
1181,Hungary,Gas,47.548,19.073,63.1,,
1233,Hungary,Gas,47.554,19.103,102.3,2002.0,
1232,Hungary,Gas,47.554,19.103,102.3,2002.0,
1203,Hungary,Gas,47.56,18.427,43.3,,
1202,Hungary,Gas,47.56,18.427,43.3,,
1201,Hungary,Gas,47.738,17.803,426.6,2011.0,
1228,Hungary,Gas,47.917,21.076,864.0,1978.0,
1225,Hungary,Gas,47.917,21.076,864.0,1977.0,
1226,Hungary,Gas,47.917,21.076,864.0,1977.0,
1227,Hungary,Gas,47.917,21.076,864.0,1978.0,
1193,Hungary,Gas,47.957,21.699,47.1,2007.0,
1178,Hungary,Gas,48.095,20.742,138.5,,
1177,Hungary,Gas,48.095,20.742,138.5,,
1176,Hungary,Gas,48.095,20.742,138.5,,
1184,Hungary,Gas,48.26,20.638,58.1,,
1381,Italy,Gas,37.129,15.202,544.0,1999.0,
1351,Italy,Gas,37.129,15.202,61.0,,
1380,Italy,Gas,37.129,15.202,544.0,1998.0,
1863,Italy,Gas,37.139,15.216,43.0,,
1657,Italy,Gas,37.139,15.216,744.0,2003.0,
1656,Italy,Gas,37.139,15.216,744.0,2002.0,
1704,Italy,Gas,37.179,15.182,480.0,,
1705,Italy,Gas,37.179,15.182,480.0,2010.0,
1703,Italy,Gas,37.179,15.182,480.0,,
1453,Italy,Gas,37.221,15.179,44.0,,
1584,Italy,Gas,37.969,13.748,1221.0,,
1583,Italy,Gas,37.969,13.748,1221.0,,
1585,Italy,Gas,37.969,13.748,1221.0,,
1586,Italy,Gas,37.969,13.748,1221.0,,
1698,Italy,Gas,38.0,12.567,212.0,,
1697,Italy,Gas,38.0,12.567,212.0,,
2259,Italy,Gas,38.197,15.267,152.0,,
2037,Italy,Gas,38.433,15.981,768.0,2008.0,
2038,Italy,Gas,38.433,15.981,768.0,2008.0,
1596,Italy,Gas,38.876,16.657,885.0,2008.0,
2170,Italy,Gas,39.078,9.019,630.0,2000.0,
1777,Italy,Gas,39.102,17.116,821.0,2010.0,
1778,Italy,Gas,39.102,17.116,821.0,2010.0,
2083,Italy,Gas,39.619,16.603,224.0,1976.0,
2082,Italy,Gas,39.619,16.603,224.0,1976.0,
1451,Italy,Gas,39.711,16.215,808.0,2006.0,
1400,Italy,Gas,40.247,9.623,38.0,,
1787,Italy,Gas,40.314,15.898,12.0,,
1309,Italy,Gas,40.484,17.185,66.0,,
1487,Italy,Gas,40.484,17.185,400.0,,
2087,Italy,Gas,40.484,17.185,38.0,,
1911,Italy,Gas,40.504,17.203,450.0,,
1538,Italy,Gas,40.553,14.222,5.0,,
2350,Italy,Gas,40.643,17.981,1210.0,2005.0,
2353,Italy,Gas,40.643,17.981,1210.0,2006.0,
2352,Italy,Gas,40.643,17.981,1210.0,2005.0,
2351,Italy,Gas,40.643,17.981,1210.0,2006.0,
1649,Italy,Gas,40.648,14.409,41.0,,
1404,Italy,Gas,40.834,14.301,400.0,2008.0,
1354,Italy,Gas,40.934,14.39,105.0,1899.0,
2327,Italy,Gas,40.939,14.368,75.0,,
1563,Italy,Gas,41.009,14.23,404.0,1997.0,
1610,Italy,Gas,41.085,16.786,810.0,2010.0,
1360,Italy,Gas,41.176,14.101,784.0,2007.0,
1361,Italy,Gas,41.176,14.101,784.0,2007.0,
1865,Italy,Gas,41.202,15.476,401.0,2005.0,
1578,Italy,Gas,41.498,13.781,0.0,,
1527,Italy,Gas,41.58,12.657,787.0,2012.0,
1949,Italy,Gas,41.658,15.424,421.0,2011.0,
2146,Italy,Gas,41.719,13.613,42.0,,
1449,Italy,Gas,41.736,12.97,44.0,,
2120,Italy,Gas,41.741,15.054,11.0,,
1827,Italy,Gas,41.8,12.246,10.0,,
2281,Italy,Gas,41.812,12.423,23.0,1997.0,2017.0
1955,Italy,Gas,41.813,12.424,18.0,,
2081,Italy,Gas,41.937,15.001,769.0,1997.0,
1608,Italy,Gas,42.046,13.547,175.0,,
1834,Italy,Gas,42.05,14.563,840.0,2008.0,
1835,Italy,Gas,42.05,14.563,840.0,2008.0,
1764,Italy,Gas,42.121,11.768,1488.0,2005.0,
1763,Italy,Gas,42.121,11.768,1488.0,1973.0,
1765,Italy,Gas,42.121,11.768,1488.0,2005.0,
2093,Italy,Gas,42.2,13.84,122.0,1995.0,
1551,Italy,Gas,42.364,11.542,934.0,1997.0,
1552,Italy,Gas,42.364,11.542,934.0,1998.0,
1553,Italy,Gas,42.364,11.542,934.0,1997.0,
1554,Italy,Gas,42.364,11.542,934.0,1999.0,
2172,Italy,Gas,42.498,12.474,56.0,,
1942,Italy,Gas,42.553,12.619,95.0,2000.0,
2355,Italy,Gas,42.913,10.823,11.0,,
2299,Italy,Gas,42.926,10.526,58.0,,
2231,Italy,Gas,42.941,10.544,181.0,,
2302,Italy,Gas,42.993,12.2,365.0,2003.0,
2000,Italy,Gas,43.058,11.606,137.0,,
1892,Italy,Gas,43.367,10.45,380.0,,
1672,Italy,Gas,43.367,10.45,325.0,2007.0,
2021,Italy,Gas,43.55,13.286,140.0,2000.0,
1484,Italy,Gas,43.563,11.478,391.0,2006.0,
1424,Italy,Gas,43.622,13.374,240.0,2001.0,
2156,Italy,Gas,43.823,10.602,102.0,1996.0,
1742,Italy,Gas,44.024,10.114,31.0,,
2075,Italy,Gas,44.078,10.04,11.0,,
2207,Italy,Gas,44.277,8.431,760.0,2007.0,
2153,Italy,Gas,44.37,11.704,86.0,,
2228,Italy,Gas,44.384,7.543,48.0,,
2152,Italy,Gas,44.384,7.543,27.0,,
1366,Italy,Gas,44.449,12.237,920.0,1899.0,
1364,Italy,Gas,44.449,12.237,920.0,2004.0,
1365,Italy,Gas,44.449,12.237,920.0,2004.0,
1352,Italy,Gas,44.484,12.266,741.0,2002.0,
1353,Italy,Gas,44.484,12.266,741.0,2002.0,
1507,Italy,Gas,44.594,7.485,140.0,2002.0,
2300,Italy,Gas,44.703,8.027,50.0,,
1848,Italy,Gas,44.824,10.376,35.0,,
1621,Italy,Gas,44.85,11.583,700.0,2007.0,
1620,Italy,Gas,44.85,11.583,700.0,2006.0,
2116,Italy,Gas,44.941,8.607,0.0,1979.0,2014.0
2117,Italy,Gas,44.941,8.607,0.0,1979.0,2014.0
1926,Italy,Gas,44.983,11.269,1151.0,2004.0,
1925,Italy,Gas,44.983,11.269,1151.0,2004.0,
1357,Italy,Gas,44.995,7.676,780.0,2005.0,
1356,Italy,Gas,44.995,7.676,780.0,2009.0,
1991,Italy,Gas,45.022,11.311,54.0,,
1673,Italy,Gas,45.029,8.973,381.0,2005.0,
1843,Italy,Gas,45.04,12.219,134.0,,
1480,Italy,Gas,45.05,9.7,806.0,2006.0,
2018,Italy,Gas,45.052,9.508,0.0,1998.0,2017.0
1421,Italy,Gas,45.053,11.139,1123.0,2004.0,
1422,Italy,Gas,45.053,11.139,1123.0,2002.0,
1932,Italy,Gas,45.056,12.056,15.0,,
1967,Italy,Gas,45.072,7.679,395.0,,
1839,Italy,Gas,45.074,6.696,18.0,,
1571,Italy,Gas,45.09,9.479,1407.0,2002.0,
1572,Italy,Gas,45.09,9.479,1407.0,2002.0,
1573,Italy,Gas,45.09,9.479,1407.0,2003.0,
1574,Italy,Gas,45.09,9.479,1407.0,2003.0,
2165,Italy,Gas,45.099,8.868,940.0,2004.0,
2167,Italy,Gas,45.099,8.868,940.0,2004.0,
2166,Italy,Gas,45.099,8.868,940.0,2004.0,
1909,Italy,Gas,45.162,7.751,380.0,2007.0,
1681,Italy,Gas,45.167,10.8,745.0,2005.0,
1683,Italy,Gas,45.167,10.8,745.0,2005.0,
1826,Italy,Gas,45.205,9.674,800.0,2011.0,
1541,Italy,Gas,45.237,8.193,804.0,2008.0,
1501,Italy,Gas,45.297,8.41,50.0,,
2068,Italy,Gas,45.335,9.428,1450.0,2005.0,
2067,Italy,Gas,45.335,9.428,1450.0,2005.0,
2157,Italy,Gas,45.391,7.781,15.0,,
1700,Italy,Gas,45.399,10.715,400.0,1983.0,
1989,Italy,Gas,45.416,9.284,61.0,,
1807,Italy,Gas,45.434,10.998,11.0,,
2256,Italy,Gas,45.437,9.169,19.0,,
1555,Italy,Gas,45.446,12.255,753.0,1964.0,
1556,Italy,Gas,45.446,12.255,753.0,1993.0,
2096,Italy,Gas,45.452,9.276,18.0,,
1749,Italy,Gas,45.457,8.65,97.0,,
2058,Italy,Gas,45.462,12.238,236.0,,
2003,Italy,Gas,45.463,8.829,88.0,,
1595,Italy,Gas,45.512,9.51,748.0,2003.0,
1482,Italy,Gas,45.527,8.728,1079.0,1970.0,
1483,Italy,Gas,45.527,8.728,1079.0,1970.0,
2301,Italy,Gas,45.529,9.279,0.0,,2017.0
1577,Italy,Gas,45.615,8.402,18.0,,
2161,Italy,Gas,45.62,8.74,80.0,,
2122,Italy,Gas,45.651,13.767,45.0,2001.0,
2028,Italy,Gas,45.756,12.314,5.0,,
2174,Italy,Gas,45.793,13.583,120.0,,
1737,Italy,Gas,45.817,13.29,830.0,2006.0,
2005,Italy,Gas,45.884,10.842,55.0,,
1472,Italy,Gas,46.073,12.036,0.0,,
1641,Italy,Gas,46.075,11.122,29.0,,
2377,Latvia,Gas,56.916,24.274,440.0,2009.0,
2378,Latvia,Gas,56.916,24.274,440.0,2009.0,
2380,Latvia,Gas,56.916,24.274,441.0,1975.0,
2381,Latvia,Gas,56.916,24.274,441.0,1975.0,
2379,Latvia,Gas,56.99,24.187,144.0,2006.0,
2372,Lithuania,Gas,54.667,25.152,360.0,,
2373,Lithuania,Gas,54.667,25.152,360.0,,
2361,Lithuania,Gas,54.781,24.644,1045.0,1899.0,
2362,Lithuania,Gas,54.781,24.644,1045.0,1972.0,
2363,Lithuania,Gas,54.781,24.644,1045.0,2006.0,
2364,Lithuania,Gas,54.781,24.644,1045.0,1967.0,2016.0
2365,Lithuania,Gas,54.781,24.644,1045.0,1968.0,2016.0
2370,Lithuania,Gas,54.906,24.027,110.0,1976.0,
17161,Luxembourg,Gas,49.5119,5.9646,385.0,,
2801,Netherlands,Gas,50.985,5.797,209.0,1999.0,
2800,Netherlands,Gas,51.154,5.908,1304.0,2010.0,2014.0
5455,Netherlands,Gas,51.154,5.908,1304.0,1977.0,2018.0
2809,Netherlands,Gas,51.336,3.797,456.0,1998.0,
2792,Netherlands,Gas,51.448,3.693,432.0,2009.0,
2808,Netherlands,Gas,51.449,3.693,432.0,2009.0,
2796,Netherlands,Gas,51.685,4.581,766.0,1997.0,2017.0
2797,Netherlands,Gas,51.685,4.581,766.0,2012.0,
2805,Netherlands,Gas,51.886,4.355,840.0,2004.0,
2787,Netherlands,Gas,51.89,4.355,426.0,,
2778,Netherlands,Gas,51.891,4.342,130.0,,
5445,Netherlands,Gas,51.891,4.342,130.0,,
2794,Netherlands,Gas,51.893,4.347,790.0,,
2807,Netherlands,Gas,51.958,4.094,844.0,,
2806,Netherlands,Gas,51.958,4.094,844.0,2011.0,
2803,Netherlands,Gas,51.969,4.558,220.0,1996.0,
2821,Netherlands,Gas,52.076,4.291,112.0,2008.0,
2810,Netherlands,Gas,52.102,5.079,247.0,1976.0,
2780,Netherlands,Gas,52.102,5.079,224.0,1978.0,
2777,Netherlands,Gas,52.102,5.079,103.0,1978.0,
2815,Netherlands,Gas,52.339,5.02,684.0,2013.0,
2814,Netherlands,Gas,52.339,5.02,684.0,1995.0,
2818,Netherlands,Gas,52.475,4.618,869.0,1997.0,
2817,Netherlands,Gas,52.475,4.618,869.0,1974.0,
2816,Netherlands,Gas,52.475,4.618,869.0,1986.0,
2790,Netherlands,Gas,52.577,5.53,435.0,2010.0,
2791,Netherlands,Gas,52.577,5.53,437.0,2010.0,
2779,Netherlands,Gas,53.21,6.03,131.0,,
2811,Netherlands,Gas,53.437,6.881,1410.0,2013.0,
2783,Netherlands,Gas,53.437,6.881,360.0,1996.0,
2784,Netherlands,Gas,53.437,6.881,359.0,1996.0,
2785,Netherlands,Gas,53.437,6.881,361.0,1995.0,
2786,Netherlands,Gas,53.437,6.881,359.0,1995.0,
2782,Netherlands,Gas,53.437,6.881,359.0,1995.0,
2812,Netherlands,Gas,53.437,6.881,1410.0,2013.0,
2813,Netherlands,Gas,53.437,6.881,1410.0,2013.0,
3264,Norway,Gas,59.275,5.506,420.0,,
3267,Norway,Gas,59.839,10.857,31.0,,2016.0
3268,Norway,Gas,59.839,10.857,31.0,,2016.0
3269,Norway,Gas,59.839,10.857,31.0,,2016.0
4661,Norway,Gas,60.226,10.34,0.6,,
4421,Norway,Gas,60.431,6.429,12.7,,2016.0
4446,Norway,Gas,60.815,5.033,328.0,,
4448,Norway,Gas,60.815,5.033,328.0,,
4447,Norway,Gas,60.815,5.033,328.0,,
4190,Norway,Gas,60.852,11.274,17.5,,2016.0
4196,Norway,Gas,60.852,11.274,17.5,,2016.0
4195,Norway,Gas,60.852,11.274,17.5,,2016.0
4194,Norway,Gas,60.852,11.274,17.5,,2016.0
4193,Norway,Gas,60.852,11.274,17.5,,2016.0
4192,Norway,Gas,60.852,11.274,17.5,,2016.0
4191,Norway,Gas,60.852,11.274,17.5,,2016.0
3169,Norway,Gas,62.839,6.924,215.1,,
3168,Norway,Gas,62.839,6.924,215.1,,
3170,Norway,Gas,62.839,6.924,215.1,,
3820,Norway,Gas,63.321,9.883,31.0,,2016.0
2959,Norway,Gas,63.409,8.686,37.5,,2016.0
3771,Norway,Gas,63.409,8.686,166.6,,
3770,Norway,Gas,63.409,8.686,166.6,,
3769,Norway,Gas,63.409,8.686,166.6,,
3768,Norway,Gas,63.409,8.686,166.6,,
3767,Norway,Gas,63.409,8.686,166.6,,
3766,Norway,Gas,63.409,8.686,166.6,,
3765,Norway,Gas,63.409,8.686,166.6,,
3824,Norway,Gas,69.236,18.094,48.9,,2016.0
3825,Norway,Gas,69.236,18.094,48.9,,
4615,Norway,Gas,71.569,21.226,230.0,,
4616,Norway,Gas,71.569,21.226,230.0,,
4617,Norway,Gas,71.569,21.226,230.0,,
4618,Norway,Gas,71.569,21.226,230.0,,
4619,Norway,Gas,71.569,21.226,230.0,,
5081,Poland,Gas,50.067,22.067,101.0,,
5052,Poland,Gas,50.317,22.317,128.9,2000.0,
5071,Poland,Gas,50.34,19.331,113.6,,
5076,Poland,Gas,50.35,18.283,158.0,,
5036,Poland,Gas,51.216,22.558,231.0,2002.0,
5054,Poland,Gas,51.95,15.483,188.0,2004.0,
5055,Poland,Gas,52.588,19.678,630.0,,
5009,Poland,Gas,52.706,18.965,485.0,2017.0,
5118,Poland,Gas,52.75,15.27,138.0,,
5073,Poland,Gas,53.055,18.69,100.6,,
5184,Portugal,Gas,39.011,-8.95,1176.0,2005.0,
5185,Portugal,Gas,39.011,-8.95,1176.0,2005.0,
5186,Portugal,Gas,39.011,-8.95,1176.0,2005.0,
5187,Portugal,Gas,39.47,-8.116,837.0,,
5188,Portugal,Gas,39.47,-8.116,837.0,,
5165,Portugal,Gas,40.144,-8.806,826.0,2009.0,
5166,Portugal,Gas,40.144,-8.806,826.0,2009.0,
5133,Portugal,Gas,41.068,-8.457,990.0,,
5134,Portugal,Gas,41.068,-8.457,990.0,,
5135,Portugal,Gas,41.068,-8.457,990.0,,
5266,Romania,Gas,44.373,26.107,184.0,,
5248,Romania,Gas,44.406,26.156,280.0,1975.0,
5247,Romania,Gas,44.406,26.156,280.0,1975.0,
5246,Romania,Gas,44.406,26.156,280.0,1967.0,
5245,Romania,Gas,44.406,26.156,280.0,1967.0,
5268,Romania,Gas,44.423,25.979,298.0,1975.0,
5267,Romania,Gas,44.423,25.979,298.0,1975.0,
5212,Romania,Gas,44.864,26.019,860.0,2011.0,
5229,Romania,Gas,44.864,26.019,220.0,,
5230,Romania,Gas,44.864,26.019,220.0,,
5210,Romania,Gas,45.165,27.924,413.0,,
5211,Romania,Gas,45.165,27.924,413.0,,
5231,Romania,Gas,45.435,27.982,346.0,1899.0,
5232,Romania,Gas,45.435,27.982,346.0,1899.0,
5233,Romania,Gas,45.435,27.982,346.0,1899.0,
5206,Romania,Gas,46.248,26.837,194.0,,
5241,Romania,Gas,46.468,24.186,751.0,1966.0,
5240,Romania,Gas,46.468,24.186,751.0,1964.0,
5239,Romania,Gas,46.468,24.186,751.0,1967.0,
5237,Romania,Gas,46.468,24.186,751.0,1964.0,
5242,Romania,Gas,46.468,24.186,751.0,1963.0,
5238,Romania,Gas,46.468,24.186,751.0,1966.0,
5442,Slovakia,Gas,48.17,17.159,218.0,1998.0,
5444,Slovakia,Gas,48.458,17.69,430.0,2010.0,
5404,Slovenia,Gas,45.998,15.48,297.0,1975.0,
5405,Slovenia,Gas,45.998,15.48,297.0,1975.0,
5406,Slovenia,Gas,45.998,15.48,297.0,1975.0,
5407,Slovenia,Gas,45.998,15.48,297.0,1961.0,
5408,Slovenia,Gas,45.998,15.48,297.0,1943.0,
727,Spain,Gas,36.184,-5.388,820.5,2011.0,
726,Spain,Gas,36.184,-5.388,820.5,2011.0,
725,Spain,Gas,36.184,-5.388,820.5,2011.0,
691,Spain,Gas,36.185,-5.391,387.9,2004.0,
611,Spain,Gas,36.185,-5.391,392.6,2004.0,
715,Spain,Gas,36.2,-5.413,389.8,2002.0,
687,Spain,Gas,36.2,-5.413,401.8,2002.0,
734,Spain,Gas,36.675,-5.815,822.8,2006.0,
733,Spain,Gas,36.675,-5.815,822.8,2006.0,
732,Spain,Gas,36.675,-5.815,822.8,2006.0,
767,Spain,Gas,36.675,-5.815,373.2,2005.0,
810,Spain,Gas,36.675,-5.815,389.2,2005.0,
598,Spain,Gas,36.75,-4.56,415.5,2011.0,
686,Spain,Gas,37.186,-6.886,391.0,2005.0,
624,Spain,Gas,37.186,-6.886,386.7,2004.0,
803,Spain,Gas,37.186,-6.886,389.1,2005.0,
762,Spain,Gas,37.191,-6.944,390.9,2006.0,
623,Spain,Gas,37.606,-0.985,417.8,2006.0,
697,Spain,Gas,37.606,-0.985,402.6,2006.0,
689,Spain,Gas,37.606,-0.985,412.7,2006.0,
795,Spain,Gas,37.606,-0.985,395.2,2006.0,
603,Spain,Gas,37.606,-0.985,401.3,2006.0,
804,Spain,Gas,37.606,-0.985,418.2,2006.0,
608,Spain,Gas,39.678,-0.28,410.6,2007.0,
728,Spain,Gas,39.678,-0.28,409.7,2007.0,
784,Spain,Gas,39.678,-0.28,411.8,2007.0,
782,Spain,Gas,39.943,-3.856,386.0,2005.0,
802,Spain,Gas,39.945,-3.853,372.6,2006.0,
605,Spain,Gas,39.958,-0.006,839.3,2008.0,
604,Spain,Gas,39.958,-0.006,839.3,2008.0,
606,Spain,Gas,39.958,-0.006,839.3,2008.0,
594,Spain,Gas,39.958,-0.006,782.0,2002.0,
595,Spain,Gas,39.958,-0.006,782.0,2002.0,
596,Spain,Gas,39.958,-0.006,782.0,2002.0,
743,Spain,Gas,40.96,0.865,420.1,2007.0,
785,Spain,Gas,40.96,0.865,414.0,2007.0,
808,Spain,Gas,41.106,1.172,385.8,2003.0,
758,Spain,Gas,41.106,1.172,416.9,2004.0,
821,Spain,Gas,41.216,-0.295,790.6,2006.0,
822,Spain,Gas,41.216,-0.295,790.6,2006.0,
823,Spain,Gas,41.216,-0.295,790.6,2006.0,
690,Spain,Gas,41.256,1.651,505.5,,2015.0
745,Spain,Gas,41.281,-0.218,274.6,,
825,Spain,Gas,41.289,-0.321,804.3,2007.0,
826,Spain,Gas,41.289,-0.321,804.3,2007.0,
827,Spain,Gas,41.289,-0.321,804.3,2007.0,
586,Spain,Gas,41.297,-0.34,815.6,2006.0,
587,Spain,Gas,41.297,-0.34,815.6,2006.0,
588,Spain,Gas,41.297,-0.34,815.6,2006.0,
701,Spain,Gas,41.338,2.16,431.4,2011.0,
747,Spain,Gas,41.338,2.16,434.8,2011.0,
846,Spain,Gas,41.467,2.253,859.0,2011.0,
845,Spain,Gas,41.467,2.253,859.0,2011.0,
847,Spain,Gas,41.467,2.253,859.0,2011.0,
589,Spain,Gas,41.467,2.253,411.9,2002.0,
614,Spain,Gas,41.467,2.253,399.7,2002.0,
627,Spain,Gas,41.67,-0.869,189.2,,
815,Spain,Gas,41.673,-3.68,139.4,,
783,Spain,Gas,42.174,-1.69,418.4,2003.0,
692,Spain,Gas,42.174,-1.69,424.9,2002.0,
599,Spain,Gas,42.174,-1.69,378.9,2008.0,
738,Spain,Gas,42.437,-2.25,394.6,2005.0,
849,Spain,Gas,42.437,-2.25,390.0,2005.0,
642,Spain,Gas,43.253,-2.734,786.4,2005.0,
643,Spain,Gas,43.253,-2.734,786.4,2005.0,
644,Spain,Gas,43.253,-2.734,786.4,2005.0,
811,Spain,Gas,43.312,-5.873,428.1,2011.0,
737,Spain,Gas,43.312,-5.873,426.0,2008.0,
640,Spain,Gas,43.316,-8.478,391.3,2008.0,
759,Spain,Gas,43.339,3.05,396.4,2005.0,
629,Spain,Gas,43.362,-3.092,785.3,2003.0,
630,Spain,Gas,43.362,-3.092,785.3,2003.0,
631,Spain,Gas,43.362,-3.092,785.3,2003.0,
801,Spain,Gas,43.452,-7.851,855.6,2008.0,
800,Spain,Gas,43.452,-7.851,855.6,2008.0,
799,Spain,Gas,43.452,-7.851,855.6,2008.0,
5354,Sweden,Gas,55.626,13.04,448.0,2009.0,
5355,Sweden,Gas,55.626,13.04,448.0,2009.0,
5376,Sweden,Gas,57.729,12.929,261.0,2006.0,
2491,United Kingdom,Gas,50.388,-4.017,905.0,2009.0,
2580,United Kingdom,Gas,50.396,-4.9,140.0,1996.0,
