,country,type,lat,lon,cap,commissioned
865,Croatia,Hydro,46.8765292426,8.6633716678,1.5,1967.0
866,Croatia,Hydro,46.8868282361,8.64234852845,0.3,2002.0
867,Croatia,Hydro,46.9100429809,8.56226516908,1.18,2009.0
869,Croatia,Hydro,46.8992075573,8.593407131769998,12.0,2009.0
870,Croatia,Hydro,46.9176188126,8.84549886362,4.7,1962.0
871,Croatia,Hydro,46.9176188126,8.84549886362,9.3,1970.0
872,Croatia,Hydro,46.946621684300005,8.82799774611,15.8,1962.0
873,Croatia,Hydro,46.9710051496,8.782496691519999,8.8,1960.0
874,Croatia,Hydro,46.9710051496,8.782496691519999,4.7,1960.0
875,Croatia,Hydro,46.9962188228,8.65124425665,20.4,1966.0
876,Croatia,Hydro,47.0071473786,8.647151203049999,0.32,2004.0
878,Croatia,Hydro,46.963776447,8.48336356408,1.63,1998.0
879,Croatia,Hydro,46.8056049248,8.44557705375,1.27,1941.0
882,Croatia,Hydro,46.8421091009,8.3737585174,31.95,1963.0
883,Croatia,Hydro,46.842937890600005,8.37141299362,1.97,1963.0
884,Croatia,Hydro,46.9116636808,8.39360887478,17.75,1987.0
885,Croatia,Hydro,46.9270904029,8.399135383600001,2.0,2013.0
886,Croatia,Hydro,46.8803037351,8.42125996207,8.7,1991.0
887,Croatia,Hydro,46.9012025691,8.39670437623,6.6,1983.0
888,Croatia,Hydro,46.7798141191,8.15569252116,1.2,2003.0
889,Croatia,Hydro,46.8214351941,8.1744623486,12.0,2013.0
890,Croatia,Hydro,46.8214351941,8.1744623486,54.0,1994.0
891,Croatia,Hydro,46.857050951000005,8.22950231798,0.3,2005.0
892,Croatia,Hydro,46.799646307,8.28145261421,14.0,1960.0
893,Croatia,Hydro,46.9102736664,8.296444234219999,1.15,1997.0
894,Croatia,Hydro,46.94074317689999,8.28786773153,2.4,1957.0
895,Croatia,Hydro,46.9648831886,8.33108666537,0.3,1935.0
896,Croatia,Hydro,47.0517337725,8.30199665485,0.93,1998.0
897,Croatia,Hydro,47.0550001861,8.07763365713,0.33,2003.0
898,Croatia,Hydro,47.0382855313,8.16559322075,0.87,2011.0
899,Croatia,Hydro,47.0337616233,8.23723761716,0.71,1999.0
900,Croatia,Hydro,47.05257646020001,8.248047048270001,0.79,2000.0
901,Croatia,Hydro,47.0670379793,8.26366866258,1.08,2003.0
902,Croatia,Hydro,47.0817753951,8.3143325152,2.1,1980.0
903,Croatia,Hydro,47.10716391770001,8.35769882857,1.0,1981.0
904,Croatia,Hydro,47.111127653,8.36817610462,1.15,2000.0
905,Croatia,Hydro,47.1403291209,8.57250348397,0.45,1981.0
906,Croatia,Hydro,47.1528364463,8.56301002572,0.34,2015.0
907,Croatia,Hydro,47.1720203925,8.56064287994,1.9,1943.0
908,Croatia,Hydro,47.1803537205,8.55474850407,1.67,2005.0
909,Croatia,Hydro,47.1957044664,8.53936374921,2.17,2005.0
910,Croatia,Hydro,47.1964928952,8.44330123323,0.6,2010.0
911,Croatia,Hydro,47.2016699737,8.43759101386,0.58,2010.0
912,Croatia,Hydro,47.3436544275,8.34562802508,20.0,1975.0
913,Croatia,Hydro,47.3497309812,8.33924607379,0.54,1998.0
914,Croatia,Hydro,47.4813098091,8.230420790770001,2.09,2016.0
916,Croatia,Hydro,46.8761153436,8.98702934899,306.0,1964.0
917,Croatia,Hydro,46.87875008020001,8.98513704227,137.9,2010.0
918,Croatia,Hydro,46.8761153436,8.98702934899,46.0,1968.0
919,Croatia,Hydro,46.915510447,8.98790156154,34.0,1964.0
920,Croatia,Hydro,46.915510447,8.98790156154,15.0,1950.0
921,Croatia,Hydro,46.9200748442,8.99630573219,0.5,2004.0
922,Croatia,Hydro,46.9260539645,8.99989350898,1.6,2012.0
923,Croatia,Hydro,46.9276405378,9.002303541469999,3.9,2010.0
924,Croatia,Hydro,46.9386081948,8.98305061474,0.93,2014.0
926,Croatia,Hydro,46.9511277567,9.02808233474,0.93,1997.0
927,Croatia,Hydro,46.964634778900006,9.04017863032,1.05,2007.0
928,Croatia,Hydro,46.9660497748,9.0354895251,3.5,1976.0
929,Croatia,Hydro,46.97740128939999,9.04726356888,1.0,1993.0
930,Croatia,Hydro,46.9838748007,9.06034155135,0.92,2012.0
931,Croatia,Hydro,46.993794083900006,9.07773551203,0.9,1999.0
932,Croatia,Hydro,46.9223429911,9.15841990058,0.33,1995.0
933,Croatia,Hydro,46.9561528371,9.15976534811,0.64,1999.0
934,Croatia,Hydro,46.9744263563,9.159168101,0.53,2012.0
935,Croatia,Hydro,46.9850426515,9.15319754055,3.75,2009.0
937,Croatia,Hydro,46.9957286985,9.08713105463,15.7,2003.0
938,Croatia,Hydro,46.9957286985,9.08713105463,28.2,2004.0
939,Croatia,Hydro,46.9956406573,9.08699685101,1.8,2005.0
940,Croatia,Hydro,46.994725001000006,9.08184034492,0.5,2000.0
942,Croatia,Hydro,47.0265624558,9.08268411153,0.82,2010.0
944,Croatia,Hydro,47.0493657979,9.067192771,0.32,2011.0
945,Croatia,Hydro,47.063765377,9.0605203259,0.8,1983.0
946,Croatia,Hydro,47.0566384819,9.04911463355,89.1,1975.0
947,Croatia,Hydro,47.073749514700005,9.06069079857,1.42,1960.0
948,Croatia,Hydro,47.0382556599,9.3927198108,0.99,1995.0
949,Croatia,Hydro,47.0432633834,9.41554241732,3.3,1989.0
950,Croatia,Hydro,47.04454494350001,9.4142733533,0.55,2003.0
953,Croatia,Hydro,47.086559182200006,9.33454317319,5.07,1988.0
954,Croatia,Hydro,47.086289413100005,9.33453362605,0.7,1943.0
955,Croatia,Hydro,47.0823099655,9.3520435321,0.34,1963.0
956,Croatia,Hydro,47.0880841876,9.34026178488,1.48,1993.0
957,Croatia,Hydro,47.08862808479999,9.34001761784,1.19,1974.0
958,Croatia,Hydro,47.1248957041,9.32865044802,0.6,1992.0
959,Croatia,Hydro,47.1105410978,9.27055175592,0.75,1954.0
960,Croatia,Hydro,47.1005471458,9.25966883654,1.16,1927.0
961,Croatia,Hydro,47.0924492274,9.20788224569,6.5,2003.0
962,Croatia,Hydro,47.1084484412,9.21473631193,2.8,1990.0
963,Croatia,Hydro,47.113504883,9.21938501334,2.32,1990.0
964,Croatia,Hydro,47.1380756597,9.13555309657,1.63,1982.0
965,Croatia,Hydro,47.0936004244,9.0373154401,0.89,2007.0
966,Croatia,Hydro,47.0936004244,9.0373154401,0.85,1977.0
967,Croatia,Hydro,47.0946783225,9.05671355608,4.5,2011.0
968,Croatia,Hydro,47.123582023100006,9.04216502354,2.22,1980.0
969,Croatia,Hydro,47.1331874754,9.06288735926,0.58,2011.0
970,Croatia,Hydro,47.2311598929,8.96429863072,0.51,2015.0
971,Croatia,Hydro,47.1383731791,8.897577360589999,66.24,2012.0
972,Croatia,Hydro,47.171628052200006,8.90006739911,51.52,1984.0
973,Croatia,Hydro,47.1809763388,8.85757157445,0.3,1985.0
974,Croatia,Hydro,47.2688671863,8.87219842017,0.56,2013.0
975,Croatia,Hydro,47.1941128968,8.81291517067,135.0,1992.0
976,Croatia,Hydro,47.2003433021,8.72530004013,0.3,1957.0
977,Croatia,Hydro,47.173583302,8.71291509258,0.87,1989.0
978,Croatia,Hydro,47.1773356908,8.68239576491,1.45,1961.0
979,Croatia,Hydro,47.1791652701,8.62847586729,2.8,1967.0
980,Croatia,Hydro,47.3870125904,8.53232193345,5.0,2004.0
981,Croatia,Hydro,47.4014693207,8.48651399019,1.4,1988.0
982,Croatia,Hydro,47.456366393500005,8.32142281949,2.1,2007.0
983,Croatia,Hydro,47.457089915,8.3209043409,25.35,1964.0
984,Croatia,Hydro,47.4685180209,8.30835960616,0.5,2013.0
985,Croatia,Hydro,47.4703876782,8.31091055866,5.2,2014.0
986,Croatia,Hydro,47.4845539139,8.29283192528,7.0,2006.0
987,Croatia,Hydro,47.4874209022,8.2696564317,0.38,2013.0
988,Croatia,Hydro,47.488714163500006,8.264899526139999,3.3,2013.0
989,Croatia,Hydro,47.4960768989,8.25399849275,1.0,1986.0
990,Croatia,Hydro,47.498149955600006,8.24049276547,0.9,2000.0
991,Croatia,Hydro,47.5027384384,8.24029647654,0.8,2010.0
993,Croatia,Hydro,46.4681741373,8.36952330442,9.67,1967.0
995,Croatia,Hydro,46.503125938500006,8.31853164755,2.35,2014.0
996,Croatia,Hydro,46.4857148879,8.27735361119,1.99,1959.0
998,Croatia,Hydro,46.465288504700005,8.25334304008,2.13,2012.0
999,Croatia,Hydro,46.4521519549,8.215139487050001,3.64,2013.0
1000,Croatia,Hydro,46.3945542547,8.17817050918,1.2,2003.0
1001,Croatia,Hydro,46.3961814647,8.13424492723,26.0,2003.0
1002,Croatia,Hydro,46.4260956687,8.14113296389,64.0,1999.0
1003,Croatia,Hydro,46.39645212,8.134118370289999,3.1,2012.0
1004,Croatia,Hydro,46.3911687446,8.13015040964,33.0,1954.0
1005,Croatia,Hydro,46.342857005,8.173570383889999,1.25,2005.0
1006,Croatia,Hydro,46.347614362,8.17519358557,41.0,1989.0
1007,Croatia,Hydro,46.3539748841,8.04276023491,35.3,1965.0
1008,Croatia,Hydro,46.3521806524,8.04183088725,54.9,1943.0
1009,Croatia,Hydro,46.3329975315,8.01135847344,7.2,1959.0
1010,Croatia,Hydro,46.333646172200005,8.0075990397,340.0,1980.0
1011,Croatia,Hydro,46.3142389389,7.945729533130001,1.44,2015.0
1012,Croatia,Hydro,46.2934511663,8.08815887117,2.35,1990.0
1013,Croatia,Hydro,46.2892989196,8.024783615419999,0.55,2015.0
1014,Croatia,Hydro,46.297742733,8.06082520919,5.01,1990.0
1015,Croatia,Hydro,46.3044267487,8.00417833469,6.1,1980.0
1016,Croatia,Hydro,46.3142389389,7.945729533130001,1.44,2015.0
1018,Croatia,Hydro,46.3162383255,8.03403209364,0.45,1995.0
1019,Croatia,Hydro,46.0823690569,7.956505431669999,74.0,1966.0
1020,Croatia,Hydro,46.0823690569,7.956505431669999,0.0,1987.0
1021,Croatia,Hydro,46.1162811438,7.936906672160001,1.55,1960.0
1022,Croatia,Hydro,46.2302203342,7.85719305844,185.0,1965.0
1023,Croatia,Hydro,46.0100902184,7.7788247031100015,0.43,2015.0
1024,Croatia,Hydro,46.0114638208,7.73855316305,11.3,2002.0
1025,Croatia,Hydro,46.0243792554,7.75257026538,3.4,1990.0
1026,Croatia,Hydro,46.0672050805,7.781118327360001,1.65,1992.0
1027,Croatia,Hydro,46.1875857555,7.80376246261,4.7,2015.0
1028,Croatia,Hydro,46.1797220622,7.91106743398,1.0,2014.0
1029,Croatia,Hydro,46.2347493762,7.84867201981,0.49,2010.0
1030,Croatia,Hydro,46.23977893399999,7.87489823485,29.2,1999.0
1031,Croatia,Hydro,46.240231203,7.87425362084,64.4,1959.0
1034,Croatia,Hydro,46.3075293023,7.871676685289999,0.33,1994.0
1035,Croatia,Hydro,46.31240553479999,7.81615308604,0.5,2000.0
1036,Croatia,Hydro,46.2659175633,7.781588383069999,1.3,2010.0
1037,Croatia,Hydro,46.2926424983,7.77903138525,0.98,2014.0
1038,Croatia,Hydro,46.285749089300005,7.797413476189999,0.85,1995.0
1039,Croatia,Hydro,46.3012328337,7.793881282949999,1.06,2007.0
1040,Croatia,Hydro,46.3017818766,7.79089962744,0.55,2011.0
1041,Croatia,Hydro,46.3142105265,7.786176573960001,0.33,2008.0
1042,Croatia,Hydro,46.3142105265,7.786176573960001,0.58,2008.0
1043,Croatia,Hydro,46.4296977536,7.84571987097,1.25,2012.0
1044,Croatia,Hydro,46.4229430636,7.82212420241,0.45,1994.0
1045,Croatia,Hydro,46.4069461254,7.789500198889999,1.4,2010.0
1046,Croatia,Hydro,46.3912093026,7.757027024889999,0.99,2013.0
1047,Croatia,Hydro,46.3197285465,7.744274904330001,122.0,2008.0
1048,Croatia,Hydro,46.2480316908,7.70938258125,0.75,2009.0
1049,Croatia,Hydro,46.28325198140001,7.688797733060001,8.2,1942.0
1050,Croatia,Hydro,46.28325198140001,7.688797733060001,0.0,1955.0
1051,Croatia,Hydro,46.29540225979999,7.68599836405,23.9,1954.0
1052,Croatia,Hydro,46.3187294651,7.623784582610001,13.0,2014.0
1053,Croatia,Hydro,46.2819458712,7.547499966339999,47.84,1998.0
1054,Croatia,Hydro,46.155199456400005,7.545825014430001,1.05,1961.0
1055,Croatia,Hydro,46.153036238,7.619988427969999,71.0,1958.0
1056,Croatia,Hydro,46.2099376546,7.58596983367,50.0,1958.0
1057,Croatia,Hydro,46.2099376546,7.58596983367,0.68,1958.0
1058,Croatia,Hydro,46.2813172873,7.546331033239999,52.0,2014.0
1059,Croatia,Hydro,46.3081744934,7.43410089912,66.0,1999.0
1060,Croatia,Hydro,46.31483111560001,7.43176341997,1.9,1957.0
1061,Croatia,Hydro,46.3059257158,7.43851437386,2.0,2012.0
1062,Croatia,Hydro,46.260587705,7.444740529810001,36.0,1998.0
1063,Croatia,Hydro,46.2682325663,7.42100406459,0.72,1990.0
1064,Croatia,Hydro,46.16999738810001,7.406536074289999,5.1,1977.0
1065,Croatia,Hydro,46.1707174053,7.40783042964,0.6,2012.0
1068,Croatia,Hydro,46.1127290441,7.3218520553,0.0,1950.0
1069,Croatia,Hydro,46.2744977933,7.35289555834,0.46,2004.0
1071,Croatia,Hydro,46.2464389011,7.363183375449999,0.58,2015.0
1072,Croatia,Hydro,46.26334294350001,7.35252424065,0.33,2001.0
1073,Croatia,Hydro,46.2269117894,7.273259309169999,0.73,2015.0
1074,Croatia,Hydro,46.2167209401,7.256573475689999,52.0,1996.0
1075,Croatia,Hydro,46.2209490674,7.2566888557,0.48,1971.0
1076,Croatia,Hydro,46.1829790765,7.25150652126,0.0,1961.0
1077,Croatia,Hydro,46.1829790765,7.25150652126,0.0,1965.0
1078,Croatia,Hydro,46.1829790765,7.25150652126,0.0,1964.0
1079,Croatia,Hydro,46.1829790765,7.25150652126,0.0,1963.0
1080,Croatia,Hydro,46.1829790765,7.25150652126,1285.0,1999.0
1081,Croatia,Hydro,46.1829790765,7.25150652126,306.0,1957.0
1082,Croatia,Hydro,46.1829790765,7.25150652126,392.0,1960.0
1084,Croatia,Hydro,46.1609354297,7.24886403999,0.35,2013.0
1085,Croatia,Hydro,46.1295458122,7.25182026579,0.45,2014.0
1086,Croatia,Hydro,46.1689050258,7.228379035800001,0.31,2009.0
1087,Croatia,Hydro,45.99977203,7.350620833039999,30.0,1964.0
1088,Croatia,Hydro,46.03040472520001,7.30795254991,140.0,1992.0
1089,Croatia,Hydro,46.1574432142,7.209265140669999,258.0,1992.0
1090,Croatia,Hydro,46.1911570385,7.199796484099999,0.47,2013.0
1093,Croatia,Hydro,46.0571253575,7.24806388388,8.7,1994.0
1094,Croatia,Hydro,46.0827671918,7.20311685212,0.4,2007.0
1096,Croatia,Hydro,46.1141701715,7.167022583239999,0.47,1998.0
1097,Croatia,Hydro,46.0935060212,7.177857466619999,0.9,2009.0
1098,Croatia,Hydro,45.8860019638,7.187221850449999,1.47,1963.0
1100,Croatia,Hydro,45.9810884929,7.189492431960001,33.4,1958.0
1101,Croatia,Hydro,46.0219359255,7.12138441237,0.32,2004.0
1102,Croatia,Hydro,46.0211838851,7.14243628028,1.2,1996.0
1103,Croatia,Hydro,46.0210935902,7.142307646160001,26.4,1958.0
1104,Croatia,Hydro,46.0210935902,7.142307646160001,0.0,1943.0
1105,Croatia,Hydro,46.079152002,7.156727248139999,11.0,1929.0
1106,Croatia,Hydro,46.0883098661,7.05906976663,22.0,1945.0
1107,Croatia,Hydro,46.073184867,7.05542701654,0.93,1981.0
1108,Croatia,Hydro,46.0583372445,6.960300386139999,1.0,1995.0
1109,Croatia,Hydro,46.0620181656,6.95858815009,112.0,1977.0
1110,Croatia,Hydro,46.0508221655,6.94899701138,260.5,1978.0
1111,Croatia,Hydro,46.0508221655,6.94899701138,0.0,1978.0
1112,Croatia,Hydro,46.0508221655,6.94899701138,0.0,1978.0
1113,Croatia,Hydro,46.1332077915,7.035983370069999,92.0,1990.0
1114,Croatia,Hydro,46.1338328331,7.034684808500001,0.46,2013.0
1115,Croatia,Hydro,46.0508221655,6.94899701138,170.0,1978.0
1117,Croatia,Hydro,46.1464058483,7.0288967625300005,70.0,2012.0
1118,Croatia,Hydro,46.1464058483,7.0288967625300005,0.0,1965.0
1119,Croatia,Hydro,46.1464058483,7.0288967625300005,0.0,1963.0
1120,Croatia,Hydro,46.1819570581,7.03393846048,3.3,1981.0
1121,Croatia,Hydro,46.1813257215,7.009207464199999,0.72,1998.0
1122,Croatia,Hydro,46.2144442208,7.01296270519,90.0,1990.0
1123,Croatia,Hydro,46.2659833584,7.06171756484,24.0,2004.0
1124,Croatia,Hydro,46.2650997419,7.04019258223,8.0,1993.0
1125,Croatia,Hydro,46.2650997419,7.04019258223,2.61,2013.0
1126,Croatia,Hydro,46.2603811856,7.02881412738,1.9,1943.0
1127,Croatia,Hydro,46.161762733,6.8591876672300005,0.97,1990.0
1128,Croatia,Hydro,46.1860308699,6.89104970296,0.92,2005.0
1129,Croatia,Hydro,46.2492602077,6.9472070532200005,13.6,1999.0
1130,Croatia,Hydro,46.2492602077,6.9472070532200005,9.8,1994.0
1131,Croatia,Hydro,46.2496081279,6.944480841810001,0.4,1992.0
1133,Croatia,Hydro,46.3530641075,7.15465044855,5.4,1957.0
1134,Croatia,Hydro,46.348145567,7.04451800887,10.6,1991.0
1135,Croatia,Hydro,46.3474245655,7.0441335484800005,0.39,2013.0
1136,Croatia,Hydro,46.3277994563,7.015318669069999,0.46,2000.0
1138,Croatia,Hydro,46.3170626321,6.983983644119999,0.33,1997.0
1140,Croatia,Hydro,46.3877224781,6.80580981556,0.35,2009.0
1142,Croatia,Hydro,46.4403231332,6.92517165399,1.65,1971.0
1143,Croatia,Hydro,46.4339054895,6.91846679903,1.2,1996.0
1144,Croatia,Hydro,46.4746425288,6.77770904753,0.73,2014.0
1145,Croatia,Hydro,46.4992089696,6.3858086765,10.7,2001.0
1146,Croatia,Hydro,46.488859945200005,6.40502679993,3.31,2008.0
1147,Croatia,Hydro,46.20311974770001,6.13447158551,8.7,1994.0
1148,Croatia,Hydro,46.1790567398,6.170276834480001,0.32,2007.0
1149,Croatia,Hydro,46.1913941292,6.027357340630001,102.8,1999.0
1150,Croatia,Hydro,46.16042594939999,5.9764989749,54.0,2013.0
1151,Croatia,Hydro,46.159316428500006,5.97419822603,0.48,2013.0
1152,Croatia,Hydro,47.0529629931,6.71594514968,1.6,1984.0
1153,Croatia,Hydro,47.101443760200006,6.74440337669,1.0,2005.0
1154,Croatia,Hydro,47.1209584467,6.773932857409999,31.6,1953.0
1155,Croatia,Hydro,47.187693823900005,6.873117371749999,12.0,1956.0
1156,Croatia,Hydro,47.2287001901,6.928538355689999,5.6,1958.0
1157,Croatia,Hydro,46.5126365625,8.538384772130001,1.27,2012.0
1158,Croatia,Hydro,46.5524637488,8.58666190321,1.93,1991.0
1159,Croatia,Hydro,46.5263515901,8.59770900919,60.0,1947.0
1160,Croatia,Hydro,46.5263515901,8.59770900919,0.0,1947.0
1161,Croatia,Hydro,46.5194921171,8.6345754932,3.6,1988.0
1162,Croatia,Hydro,46.5172567651,8.67531756408,44.0,1958.0
1163,Croatia,Hydro,46.5174111108,8.67766693812,14.0,1968.0
1164,Croatia,Hydro,46.4902114363,8.73670424626,10.0,1925.0
1165,Croatia,Hydro,46.480190595,8.74753439559,0.31,2008.0
1166,Croatia,Hydro,46.4856544595,8.78804420318,2.0,1950.0
1167,Croatia,Hydro,46.4665637849,8.766605896760002,1.0,2000.0
1168,Croatia,Hydro,46.4383309577,8.83996336006,72.9,1958.0
1169,Croatia,Hydro,46.4195742834,8.85066701859,2.9,1998.0
1170,Croatia,Hydro,46.3649512107,8.928785367769999,141.0,1974.0
1171,Croatia,Hydro,46.565256077,8.960783160210001,20.0,1963.0
1172,Croatia,Hydro,46.5396795136,8.94911144856,102.0,1962.0
1173,Croatia,Hydro,46.3349885216,8.98264959939,324.0,2007.0
1174,Croatia,Hydro,46.431134362,9.20699910427,20.9,1962.0
1175,Croatia,Hydro,46.431134362,9.20699910427,4.2,1963.0
1176,Croatia,Hydro,46.4196352889,9.23446723925,0.35,2010.0
1177,Croatia,Hydro,46.3424239041,9.21216635065,83.0,1961.0
1178,Croatia,Hydro,46.321957660200006,9.20903078792,25.0,1958.0
1179,Croatia,Hydro,46.2851556545,9.174218375910002,0.3,1987.0
1180,Croatia,Hydro,46.2420119954,9.15352000435,37.5,1965.0
1181,Croatia,Hydro,46.2392079506,9.11854962054,20.8,1951.0
1182,Croatia,Hydro,46.168063608100006,9.01689952707,15.5,1970.0
1183,Croatia,Hydro,46.194216775600005,8.849101116860002,132.5,1965.0
1184,Croatia,Hydro,46.1816582328,8.85330945367,4.25,1972.0
1185,Croatia,Hydro,46.4156418664,8.61147407012,54.0,1955.0
1186,Croatia,Hydro,46.4156418664,8.61147407012,0.98,1991.0
1187,Croatia,Hydro,46.44499478979999,8.50890150082,192.0,2016.0
1188,Croatia,Hydro,46.4103537646,8.53761284541,140.0,1966.0
1190,Croatia,Hydro,46.3536410924,8.59532353346,114.0,1955.0
1191,Croatia,Hydro,46.131824283,8.716787353480001,119.0,1953.0
1192,Croatia,Hydro,46.1321767287,8.71744263841,62.0,1973.0
1193,Croatia,Hydro,46.3065771304,8.551612645399999,1.38,2004.0
1194,Croatia,Hydro,46.2824127218,8.66971883413,8.94,1967.0
1196,Croatia,Hydro,46.18559009,8.75120889324,3.1,1958.0
1197,Croatia,Hydro,46.047992628,8.97466556023,5.0,1991.0
1198,Croatia,Hydro,46.0774335119,8.912533686960002,0.84,2015.0
1199,Croatia,Hydro,45.9394453937,8.9776796767,0.95,1999.0
1200,Croatia,Hydro,46.1882115335,8.0700669845,11.33,1986.0
1201,Croatia,Hydro,46.196009215,8.1506042231,61.0,2017.0
1202,Croatia,Hydro,46.149940988900006,8.107936686930001,5.2,1979.0
1203,Croatia,Hydro,46.3724950431,10.0289744735,9.5,2004.0
1204,Croatia,Hydro,46.3724950431,10.0289744735,0.0,1923.0
1205,Croatia,Hydro,46.3680968766,10.0363058541,7.0,2016.0
1206,Croatia,Hydro,46.3482642227,10.0610921706,27.0,2005.0
1207,Croatia,Hydro,46.3576454254,10.0757152147,0.51,2010.0
1208,Croatia,Hydro,46.2321878892,10.1436946334,50.0,2003.0
1209,Croatia,Hydro,46.2308021117,10.1451821456,1.62,1950.0
1210,Croatia,Hydro,46.3806401186,9.65796327585,6.6,1961.0
1211,Croatia,Hydro,46.3749522123,9.65890088302,86.0,2004.0
1212,Croatia,Hydro,46.3638966463,9.71265622238,0.5,1991.0
1213,Croatia,Hydro,46.3749522123,9.65890088302,9.0,1960.0
1214,Croatia,Hydro,46.3749522123,9.65890088302,0.0,1967.0
1215,Croatia,Hydro,46.3749522123,9.65890088302,0.0,1963.0
1217,Croatia,Hydro,46.3360981055,9.51543700775,100.0,1980.0
1218,Croatia,Hydro,46.45962428560001,9.79337673204,1.47,1973.0
1219,Croatia,Hydro,46.8050592146,10.3289973638,0.96,2014.0
1220,Croatia,Hydro,46.5056195848,9.85728901713,4.4,2007.0
1221,Croatia,Hydro,46.5117431884,9.87815914687,0.31,2003.0
1222,Croatia,Hydro,46.4525803371,9.94164682347,1.6,2016.0
1223,Croatia,Hydro,46.5419232912,9.89347601258,0.36,1992.0
1224,Croatia,Hydro,46.5852709512,9.9363025202,1.56,1980.0
1225,Croatia,Hydro,46.7551930076,10.0840366722,5.86,2015.0
1226,Croatia,Hydro,46.768977953100006,10.1143178662,3.07,2014.0
1227,Croatia,Hydro,46.7684823294,10.1429807693,0.35,1998.0
1228,Croatia,Hydro,46.7776529012,10.2257209387,6.6,2014.0
1229,Croatia,Hydro,46.789902983400005,10.2837559953,0.92,2010.0
1230,Croatia,Hydro,46.7884940361,10.296917759,1.9,2001.0
1231,Croatia,Hydro,46.8702702474,10.4358013527,0.3,1994.0
1233,Croatia,Hydro,46.960384617,10.4217681589,0.96,1970.0
1234,Croatia,Hydro,46.6234441915,10.1932036115,2.8,1969.0
1235,Croatia,Hydro,46.6782585306,10.1444753501,54.0,1970.0
1236,Croatia,Hydro,46.6782585306,10.1444753501,0.47,1969.0
1237,Croatia,Hydro,46.8045802532,10.3336910022,300.0,1970.0
1238,Croatia,Hydro,46.8821155388,10.4645577137,84.0,1994.0
1239,Croatia,Hydro,46.596548695600006,10.4278045452,2.0,1995.0
1240,Croatia,Hydro,46.614013798,10.4414426528,1.07,1991.0
1241,Croatia,Nuclear,46.9691475017,7.284493973739999,390.0,1972.0
1242,Croatia,Nuclear,47.3694251427,7.97945465498,1035.0,1979.0
1413,Finland,Coal,60.182557,24.969299,212.0,
1516,Finland,Coal,60.99248299999999,25.719201,45.0,
1531,Finland,Nuclear,60.371235,26.347092,507.0,
1532,Finland,Nuclear,60.371235,26.347092,507.0,
1541,Finland,Coal,61.632585,21.40646,565.0,
1561,Finland,Nuclear,61.23729300000001,21.43869,890.0,
1562,Finland,Nuclear,61.23729300000001,21.43869,890.0,
1613,Finland,Coal,60.164649,24.904001,163.0,
1632,Finland,Coal,60.149125,24.718365,358.0,
1637,Finland,Coal,61.63261899999999,21.406289,0.0,
1670,Finland,Coal,63.090473,21.555412,230.0,
1705,Spain,Hydro,43.320954,-6.303834999999999,26.8,1967.0
1706,Spain,Hydro,43.320954,-6.303834999999999,26.8,1967.0
1707,Spain,Hydro,43.320954,-6.303834999999999,2.48,1974.0
1718,Spain,Hydro,43.330865,-6.204164,16.2,1962.0
1719,Spain,Hydro,43.330865,-6.204164,16.2,1962.0
1720,Spain,Hydro,43.330865,-6.204164,16.2,1962.0
1721,Spain,Hydro,43.330865,-6.204164,16.2,1962.0
1725,Spain,Hydro,43.248745,-6.017272,24.0,1968.0
1726,Spain,Hydro,43.248745,-6.017272,24.0,1968.0
1730,Spain,Hydro,43.237264,-6.847747999999999,32.0,1953.0
1731,Spain,Hydro,43.237264,-6.847747999999999,32.0,1954.0
1732,Spain,Hydro,43.237264,-6.847747999999999,32.0,1955.0
1733,Spain,Hydro,43.237264,-6.847747999999999,32.0,1956.0
1734,Spain,Hydro,43.221202000000005,-5.427926,66.5,1978.0
1735,Spain,Hydro,43.221202000000005,-5.427926,66.5,1978.0
1762,Spain,Hydro,41.209335,-6.686566,119.7,1962.0
1763,Spain,Hydro,41.209335,-6.686566,134.4,1962.0
1764,Spain,Hydro,41.209335,-6.686566,119.7,1963.0
1765,Spain,Hydro,41.209335,-6.686566,119.7,1963.0
1766,Spain,Hydro,41.209335,-6.686566,119.7,1963.0
1767,Spain,Hydro,41.209335,-6.686566,119.7,1963.0
1768,Spain,Hydro,41.209335,-6.686566,217.5,1986.0
1769,Spain,Hydro,41.209335,-6.686566,212.2,1986.0
1796,Spain,Hydro,39.778883,-5.087189,60.0,1969.0
1797,Spain,Hydro,39.778883,-5.087189,60.0,1970.0
1798,Spain,Hydro,39.778883,-5.087189,60.0,1970.0
1799,Spain,Hydro,43.089187,-2.74795,41.6,1957.0
1800,Spain,Hydro,43.089187,-2.74795,41.6,1957.0
1801,Spain,Hydro,43.089187,-2.74795,0.85,1957.0
1828,Spain,Hydro,41.574809,-6.187723,39.9,1952.0
1829,Spain,Hydro,41.574809,-6.187723,39.9,1952.0
1830,Spain,Hydro,41.574809,-6.187723,110.0,1977.0
1831,Spain,Hydro,39.66351,-7.540114999999999,118.53,1976.0
1832,Spain,Hydro,39.66351,-7.540114999999999,117.13,1976.0
1833,Spain,Hydro,39.66351,-7.540114999999999,118.87,1976.0
1834,Spain,Hydro,39.66351,-7.540114999999999,118.47,1977.0
1835,Spain,Hydro,42.019332,-6.458704,30.0,1969.0
1846,Spain,Hydro,39.246678,-1.094992,41.4,1951.0
1847,Spain,Hydro,39.246678,-1.094992,41.4,1951.0
