,country,type,lat,lon,cap,commissioned
1848,Spain,Hydro,39.246678,-1.094992,41.4,1951.0
1853,Spain,Hydro,42.166873,-7.175244999999999,90.04,1975.0
1854,Spain,Hydro,42.166873,-7.175244999999999,91.45,1975.0
1855,Spain,Hydro,42.166873,-7.175244999999999,88.68,1976.0
1856,Spain,Hydro,39.542857,-1.50396,14.12,2009.0
1857,Spain,Hydro,39.542857,-1.50396,37.5,1974.0
1858,Spain,Hydro,39.243581,-0.931709,140.0,1988.0
1859,Spain,Hydro,39.243581,-0.931709,140.0,1988.0
1876,Spain,Hydro,41.525803,-5.983969,33.3,1935.0
1877,Spain,Hydro,41.525803,-5.983969,33.3,1935.0
1878,Spain,Hydro,41.525803,-5.983969,33.3,1935.0
1879,Spain,Hydro,41.525803,-5.983969,33.3,1947.0
1881,Spain,Hydro,40.221274,-6.133104,110.0,1982.0
1891,Spain,Hydro,40.180133000000005,-6.142519,27.0,1982.0
1892,Spain,Hydro,40.180133000000005,-6.142519,26.4,1982.0
1912,Spain,Hydro,39.243581,-0.931709,209.45,1989.0
1913,Spain,Hydro,39.243581,-0.931709,209.45,1989.0
1914,Spain,Hydro,39.243581,-0.931709,209.45,1989.0
1984,Spain,Hydro,42.263793,-7.387519,71.0,1964.0
1985,Spain,Hydro,42.263793,-7.387519,71.0,1964.0
1986,Spain,Hydro,42.263793,-7.387519,71.0,1965.0
1987,Spain,Hydro,42.263793,-7.387519,76.78,1966.0
1988,Spain,Hydro,42.263793,-7.387519,0.73,1964.0
2014,Spain,Hydro,39.835871,-5.989523,34.17,1966.0
2022,Spain,Hydro,42.41433,-7.649694999999999,66.0,1957.0
2023,Spain,Hydro,42.41433,-7.649694999999999,66.0,1956.0
2024,Spain,Hydro,42.41433,-7.649694999999999,66.0,1955.0
2025,Spain,Hydro,42.41433,-7.649694999999999,66.0,1955.0
2026,Spain,Hydro,42.41433,-7.649694999999999,0.59,1955.0
2027,Spain,Hydro,42.41433,-7.649694999999999,0.25,1957.0
2034,Spain,Hydro,42.452740000000006,-7.713953,16.0,1959.0
2035,Spain,Hydro,42.452740000000006,-7.713953,16.0,1960.0
2041,Spain,Hydro,42.404041,-7.078745,25.6,1967.0
2042,Spain,Hydro,42.404041,-7.078745,25.6,1968.0
2048,Spain,Hydro,41.045099,-6.806584,62.0,1956.0
2049,Spain,Hydro,41.045099,-6.806584,63.53,1956.0
2050,Spain,Hydro,41.045099,-6.806584,61.86,1956.0
2051,Spain,Hydro,41.045099,-6.806584,60.0,1956.0
2052,Spain,Hydro,41.035004,-6.803068,135.06,1989.0
2053,Spain,Hydro,41.035004,-6.803068,134.06,1989.0
2057,Spain,Hydro,42.414211,-6.919955,19.2,1971.0
2058,Spain,Hydro,42.414211,-6.919955,19.2,1972.0
2063,Spain,Hydro,42.167153000000006,-7.175107000000001,132.58,1994.0
2064,Spain,Hydro,42.167153000000006,-7.175107000000001,82.02,1994.0
2065,Spain,Hydro,39.835871,-5.989523,32.4,1967.0
2066,Spain,Hydro,39.835871,-5.989523,32.4,1967.0
2067,Spain,Hydro,39.835871,-5.989523,32.4,1966.0
2080,Spain,Hydro,40.099081,-6.250769999999999,20.0,1966.0
2081,Spain,Hydro,40.099081,-6.250769999999999,20.0,1966.0
2084,Spain,Hydro,41.993368,-6.271342,33.75,1988.0
2085,Spain,Hydro,41.993368,-6.271342,33.75,1988.0
2098,Spain,Hydro,41.491101,-6.084608,32.0,1949.0
2099,Spain,Hydro,41.491101,-6.084608,32.0,1949.0
2100,Spain,Hydro,41.491101,-6.084608,32.0,1949.0
2101,Spain,Hydro,41.491101,-6.084608,110.0,1977.0
2106,Spain,Hydro,41.271328,-6.320278,138.9,1970.0
2107,Spain,Hydro,41.271328,-6.320278,137.4,1970.0
2108,Spain,Hydro,41.271328,-6.320278,138.3,1970.0
2109,Spain,Hydro,41.271328,-6.320278,138.72,1970.0
2110,Spain,Hydro,41.271328,-6.320278,148.95,1976.0
2111,Spain,Hydro,41.271328,-6.320278,150.0,1977.0
2140,Spain,Hydro,42.416995,-6.831778999999999,66.0,1963.0
2141,Spain,Hydro,42.416995,-6.831778999999999,66.0,1963.0
2142,Spain,Hydro,43.407473,-8.011213,27.2,1960.0
2143,Spain,Hydro,43.407473,-8.011213,27.2,1960.0
2144,Spain,Hydro,42.842864,-6.4712760000000005,41.51,1966.0
2145,Spain,Hydro,42.842864,-6.4712760000000005,41.98,1966.0
2149,Spain,Hydro,42.310141,-7.041795,36.13,1958.0
2150,Spain,Hydro,42.310141,-7.041795,36.07,1958.0
2153,Spain,Hydro,42.932872,-5.085709,42.02,1990.0
2154,Spain,Hydro,42.932872,-5.085709,41.6,1990.0
2187,Spain,Hydro,39.373055,-5.016053,17.17,1956.0
2188,Spain,Hydro,39.373055,-5.016053,17.17,1957.0
2189,Spain,Hydro,39.373055,-5.016053,17.36,1969.0
2190,Spain,Hydro,39.373055,-5.016053,50.4,1980.0
2210,Spain,Hydro,37.567315,-6.0495410000000005,70.0,1973.0
2211,Spain,Hydro,37.567315,-6.0495410000000005,70.0,1973.0
2212,Spain,Hydro,37.567315,-6.0495410000000005,70.0,1973.0
2213,Spain,Hydro,37.274707,-4.387173000000001,38.4,1969.0
2214,Spain,Hydro,37.274707,-4.387173000000001,38.4,1969.0
2261,Spain,Hydro,36.908265,-4.763865,97.55,1977.0
2262,Spain,Hydro,36.908265,-4.763865,95.32,1977.0
2263,Spain,Hydro,36.908265,-4.763865,90.0,1977.0
2264,Spain,Hydro,36.908265,-4.763865,96.9,1977.0
2265,Spain,Hydro,38.175002,-2.795916,16.0,1953.0
2266,Spain,Hydro,38.175002,-2.795916,7.8,1953.0
2267,Spain,Hydro,38.175002,-2.795916,16.0,1953.0
2277,Spain,Hydro,42.693919,0.916266,32.0,1965.0
2278,Spain,Hydro,42.700166,0.8765620000000001,34.0,1955.0
2279,Spain,Hydro,42.700166,0.8765620000000001,34.0,1955.0
2291,Spain,Hydro,41.907888,0.886764,15.0,1989.0
2292,Spain,Hydro,41.907888,0.886764,14.7,1989.0
2293,Spain,Hydro,41.907888,0.886764,14.5,1989.0
2294,Spain,Hydro,41.907888,0.886764,15.0,1989.0
2295,Spain,Hydro,42.500623,0.989212,111.5,1985.0
2296,Spain,Hydro,42.500623,0.989212,111.5,1985.0
2297,Spain,Hydro,42.500623,0.989212,111.5,1985.0
2298,Spain,Hydro,42.500623,0.989212,111.5,1986.0
2310,Spain,Hydro,42.673534,1.2351379999999998,46.1,1974.0
2311,Spain,Hydro,42.673534,1.2351379999999998,46.81,1974.0
2317,Spain,Hydro,42.847567,0.735271,23.2,1960.0
2318,Spain,Hydro,42.847567,0.735271,23.2,1960.0
2324,Spain,Hydro,42.637033,1.251468,60.22,1971.0
2325,Spain,Hydro,42.637033,1.251468,60.22,1971.0
2331,Spain,Hydro,42.047605,0.894388,16.25,1935.0
2332,Spain,Hydro,42.047605,0.894388,16.25,1935.0
2344,Spain,Hydro,42.54348,0.836933,16.32,1958.0
2345,Spain,Hydro,42.54348,0.836933,16.32,1959.0
2346,Spain,Hydro,41.977825,0.6111340000000001,36.0,1959.0
2347,Spain,Hydro,41.977825,0.6111340000000001,36.0,1959.0
2348,Spain,Hydro,41.977825,0.6111340000000001,36.0,1959.0
2359,Spain,Hydro,42.312946,0.210984,33.86,1969.0
2360,Spain,Hydro,42.312946,0.210984,33.86,1969.0
2361,Spain,Hydro,41.368983,0.273381,81.0,1964.0
2362,Spain,Hydro,41.368983,0.273381,81.0,1964.0
2363,Spain,Hydro,41.368983,0.273381,81.0,1964.0
2364,Spain,Hydro,41.368983,0.273381,81.0,1964.0
2367,Spain,Hydro,42.578699,0.758827,73.66,1985.0
2368,Spain,Hydro,42.578699,0.758827,73.66,1985.0
2369,Spain,Hydro,42.578699,0.758827,73.66,1985.0
2375,Spain,Hydro,41.242605,0.4305489999999999,65.7,1969.0
2376,Spain,Hydro,41.242605,0.4305489999999999,65.7,1967.0
2377,Spain,Hydro,41.242605,0.4305489999999999,65.7,1967.0
2378,Spain,Hydro,41.242605,0.4305489999999999,65.7,1967.0
2379,Spain,Hydro,41.882329,0.5804779999999999,15.2,1962.0
2380,Spain,Hydro,41.882329,0.5804779999999999,15.2,1962.0
2386,Spain,Hydro,43.095804,-4.000655999999999,90.4,1982.0
2387,Spain,Hydro,43.095804,-4.000655999999999,89.6,1982.0
2388,Spain,Hydro,43.095804,-4.000655999999999,90.9,1983.0
2389,Spain,Hydro,43.095804,-4.000655999999999,91.0,1983.0
2392,Spain,Hydro,43.477229,-6.730199000000001,24.9,1967.0
2393,Spain,Hydro,43.477229,-6.730199000000001,24.9,1968.0
2402,Spain,Hydro,43.38616,-6.825378,23.92,1944.0
2403,Spain,Hydro,43.38616,-6.825378,23.83,1944.0
2404,Spain,Hydro,43.38616,-6.825378,14.4,1944.0
2408,Spain,Hydro,43.387117,-6.825233,40.83,1959.0
2409,Spain,Hydro,43.387117,-6.825233,41.73,1964.0
2421,Spain,Hydro,42.397712,-8.157176,68.1,1973.0
2426,Spain,Hydro,42.628788,-7.711572,103.5,1963.0
2427,Spain,Hydro,42.628788,-7.711572,106.07,1963.0
2428,Spain,Hydro,42.628788,-7.711572,104.15,1963.0
2429,Spain,Hydro,40.362584000000005,-2.819307,14.0,1954.0
2430,Spain,Hydro,40.362584000000005,-2.819307,14.0,1955.0
2431,Spain,Hydro,40.362584000000005,-2.819307,52.0,1973.0
2432,Spain,Hydro,40.362584000000005,-2.819307,52.0,1973.0
2433,Spain,Hydro,40.362584000000005,-2.819307,52.0,1973.0
2434,Spain,Hydro,40.362584000000005,-2.819307,52.0,1973.0
2445,Spain,Hydro,40.424446,-4.533892,19.97,1970.0
2446,Spain,Hydro,40.424446,-4.533892,21.48,1930.0
2447,Spain,Hydro,40.424446,-4.533892,21.31,1930.0
2453,Spain,Hydro,42.292457,-8.117347,68.55,1969.0
2454,Spain,Hydro,42.292457,-8.117347,68.96,1969.0
2466,Spain,Hydro,42.154699,-8.192467,81.43,1970.0
2467,Spain,Hydro,42.154699,-8.192467,81.06,1970.0
2477,Spain,Hydro,42.465274,-7.723018,60.85,1953.0
2478,Spain,Hydro,42.465274,-7.723018,61.63,1954.0
2479,Spain,Hydro,42.465274,-7.723018,61.53,1955.0
2484,Spain,Hydro,42.85559,-8.190876,44.34,1968.0
2485,Spain,Hydro,42.85559,-8.190876,44.59,1968.0
2489,Spain,Hydro,42.335657,-7.520915,14.4,1970.0
2490,Spain,Hydro,42.335657,-7.520915,14.47,1970.0
2491,Spain,Hydro,41.925664000000005,-7.942624,53.1,1973.0
2492,Spain,Hydro,42.849659,-5.863412,16.4,1955.0
2493,Spain,Hydro,42.849659,-5.863412,16.53,1955.0
2494,Spain,Hydro,42.849659,-5.863412,7.689999999999999,1955.0
2495,Spain,Hydro,42.849659,-5.863412,7.6,1955.0
2496,Spain,Hydro,40.372892,-4.311872,19.42,1955.0
2497,Spain,Hydro,40.372892,-4.311872,20.13,1956.0
2498,Spain,Hydro,42.83637,-8.849735,4.33,1927.0
2499,Spain,Hydro,42.83637,-8.849735,4.42,1927.0
2500,Spain,Hydro,42.83637,-8.849735,4.37,1927.0
2501,Spain,Hydro,42.83637,-8.849735,10.45,1948.0
2502,Spain,Hydro,42.83637,-8.849735,63.2,1975.0
2503,Spain,Hydro,42.357771,-7.851453,46.65,1966.0
2504,Spain,Hydro,42.357771,-7.851453,41.18,1967.0
2527,Spain,Hydro,42.722707,-0.462906,30.6,1969.0
2528,Spain,Hydro,42.722707,-0.462906,30.35,1969.0
2529,Spain,Hydro,42.722707,-0.462906,29.3,1969.0
2538,Spain,Hydro,42.542878,0.198028,20.7,1932.0
2539,Spain,Hydro,42.542878,0.198028,20.7,1932.0
2540,Spain,Hydro,42.543496000000005,0.18304,14.0,1923.0
2541,Spain,Hydro,42.543496000000005,0.18304,14.0,1923.0
2542,Spain,Hydro,42.543496000000005,0.18304,14.0,1923.0
2575,Spain,Hydro,41.968011,2.413018,28.0,1963.0
2576,Spain,Hydro,41.968011,2.413018,28.0,1964.0
2580,Spain,Hydro,41.980234,2.525604,39.23,1967.0
2581,Spain,Hydro,41.980234,2.525604,36.9,1967.0
2582,Spain,Hydro,41.980234,2.525604,13.44,1981.0
2585,Spain,Hydro,41.526915,-5.986633,158.0,1999.0
2589,Spain,Coal,36.195639,-5.413628,373.09,2002.0
2590,Spain,Coal,36.195639,-5.413628,366.77,2002.0
2595,Spain,Coal,43.359035,-3.09211,754.87,2003.0
2596,Spain,Coal,43.360549,-4.059074,93.0,
2597,Spain,Coal,41.190917,1.221364,91.347,1999.0
2599,Spain,Coal,38.673985,-4.053176000000001,84.0,1994.0
2603,Spain,Coal,41.110242,1.180547,423.7,2004.0
2605,Spain,Coal,36.183459,-5.392914,384.61,2004.0
2606,Spain,Coal,36.183459,-5.392914,378.79,2004.0
2608,Spain,Coal,43.339096000000005,-3.052938,402.64,2005.0
2609,Spain,Coal,37.183318,-6.886317999999999,394.08,2004.0
2610,Spain,Coal,36.673002,-5.816132,379.36,2005.0
2624,Spain,Coal,36.673002,-5.816132,395.6,2005.0
2625,Spain,Coal,37.183318,-6.886317999999999,395.63,2005.0
2626,Spain,Coal,43.234597,-2.749908,795.43,2005.0
2627,Spain,Coal,37.183318,-6.886317999999999,397.83,2005.0
2628,Spain,Coal,39.943972,-3.854838,391.53,2005.0
2642,Spain,Coal,37.573129,-0.938909,408.56,2006.0
2643,Spain,Coal,37.573129,-0.938909,408.35,2006.0
2644,Spain,Coal,37.573129,-0.938909,401.97,2006.0
2645,Spain,Coal,36.673002,-5.816132,812.0,2006.0
2646,Spain,Coal,37.572744,-0.938408,424.51,2006.0
2647,Spain,Coal,37.572744,-0.938408,424.56,2006.0
2648,Spain,Coal,37.572744,-0.938408,419.28,2006.0
2649,Spain,Coal,37.216397,-6.943633,397.77,2006.0
2650,Spain,Coal,39.943972,-3.854838,379.3,2006.0
2651,Spain,Coal,41.216921,-0.294205,797.83,2006.0
2652,Spain,Coal,37.5647,-0.951324,830.89,2006.0
2654,Spain,Coal,40.959398,0.8696360000000001,425.6,2007.0
2655,Spain,Coal,39.642475,-0.233208,417.28,2007.0
2656,Spain,Coal,40.959398,0.8696360000000001,420.99,2007.0
2657,Spain,Coal,39.642475,-0.233208,419.59,2007.0
2659,Spain,Coal,39.642475,-0.233208,418.55,2007.0
2660,Spain,Coal,43.444418,-7.864333999999999,870.43,2008.0
2661,Spain,Coal,43.329639,-8.501986,397.44,2008.0
2664,Spain,Coal,43.316242,-5.876937,431.86,2008.0
2666,Spain,Coal,36.748363,-4.562831,421.036,2009.0
2669,Spain,Coal,41.336825,2.158958,447.16,2010.0
2670,Spain,Coal,41.336825,2.158958,444.5,2010.0
2671,Spain,Coal,43.316242,-5.876937,433.63,2011.0
2677,Spain,Hydro,42.41433,-7.649694999999999,188.25,2012.0
2678,Spain,Hydro,39.243581,-0.931709,220.04,
2679,Spain,Hydro,39.243581,-0.931709,220.13,
2680,Spain,Hydro,39.243581,-0.931709,222.14,
2681,Spain,Hydro,39.243581,-0.931709,219.42,
2687,Spain,Hydro,42.629227,-0.315932,31.0,1969.0
2688,Spain,Hydro,42.629227,-0.315932,31.0,1969.0
2689,Spain,Hydro,42.583678000000006,0.4832479999999999,44.9,1969.0
2690,Spain,Hydro,42.583678000000006,0.4832479999999999,43.64,1969.0
2691,Spain,Hydro,42.750252,-0.314465,24.9,1977.0
2692,Spain,Hydro,42.750252,-0.314465,24.9,1977.0
2717,Spain,Hydro,39.223433,-0.7183729999999999,35.2,2003.0
2718,Spain,Hydro,39.223433,-0.7183729999999999,35.4,2003.0
2894,United Kingdom,Nuclear,50.913842,0.959699,1120.0,1983.0
2895,United Kingdom,Nuclear,54.635479,-1.181119,1207.0,1983.0
2896,United Kingdom,Nuclear,54.029263,-2.915381,1179.0,1983.0
2897,United Kingdom,Nuclear,54.029263,-2.915381,1254.0,1988.0
2898,United Kingdom,Nuclear,51.207959,-3.130173,1061.0,1976.0
2899,United Kingdom,Nuclear,55.722772,-4.891078,1020.0,1976.0
2900,United Kingdom,Nuclear,52.21511,1.6201299999999998,1223.0,1995.0
2901,United Kingdom,Nuclear,55.967523,-2.407059,1250.0,1988.0
3063,United Kingdom,Hydro,57.255343,-4.4932620000000005,300.0,1974.0
4809,Sweden,OilOther,59.587937,16.512506,243.0,
4811,Sweden,Hydro,65.40360600000001,18.673154,100.0,
4812,Sweden,Nuclear,60.40399300000001,18.174347,984.0,
4813,Sweden,Nuclear,60.40399300000001,18.174347,1120.0,
4814,Sweden,Nuclear,60.40399300000001,18.174347,1187.0,
4816,Sweden,Hydro,65.127297,19.467367000000003,113.0,
4817,Sweden,Hydro,65.127297,19.467367000000003,101.0,
4818,Sweden,Hydro,66.88530899999999,19.818399,120.0,
4819,Sweden,Hydro,66.88530899999999,19.818399,120.0,
4820,Sweden,Hydro,66.88530899999999,19.818399,175.0,
4821,Sweden,Hydro,66.88530899999999,19.818399,440.0,
4822,Sweden,OilOther,56.152251,14.833831,334.0,
4823,Sweden,OilOther,56.152251,14.833831,334.0,
4824,Sweden,OilOther,56.152251,14.833831,328.0,
4825,Sweden,Hydro,66.503203,20.380167,145.0,
4826,Sweden,Hydro,66.503203,20.380167,145.0,
4827,Sweden,Hydro,66.503203,20.380167,145.0,
4828,Sweden,Hydro,66.80939000000001,19.896293,175.0,
4829,Sweden,Hydro,66.691226,20.345341,150.0,
4830,Sweden,Hydro,66.691226,20.345341,150.0,
4831,Sweden,Hydro,66.691226,20.345341,150.0,
4832,Sweden,Gas_CCGT,55.625626,13.040265,448.0,
4833,Sweden,Nuclear,57.417124,16.673074,473.0,
4834,Sweden,Nuclear,57.417124,16.673074,638.0,
4835,Sweden,Nuclear,57.417124,16.673074,1400.0,
4836,Sweden,Hydro,66.95428100000001,19.796076,235.0,
4837,Sweden,Hydro,66.95428100000001,19.796076,220.0,
4838,Sweden,Hydro,66.428961,20.653796,107.0,
4839,Sweden,Nuclear,57.258987,12.110433,865.0,
4840,Sweden,Nuclear,57.258987,12.110433,865.0,
4841,Sweden,Nuclear,57.258987,12.110433,1062.0,
4842,Sweden,Nuclear,57.258987,12.110433,938.0,
4843,Sweden,Hydro,67.729796,17.484939999999998,320.0,
4844,Sweden,Gas_CCGT,57.692831000000005,11.890257,260.0,
4845,Sweden,Hydro,66.976846,18.573706,225.0,
4846,Sweden,Hydro,64.945753,15.827496,130.0,
4847,Sweden,OilOther,58.086598,11.844533,260.0,
4848,Sweden,OilOther,58.086598,11.844533,260.0,
4849,Sweden,Hydro,63.851980000000005,20.051344,135.0,
4850,Sweden,Hydro,63.851980000000005,20.051344,135.0,
4851,Sweden,Hydro,63.851980000000005,20.051344,135.0,
4852,Sweden,Hydro,63.851980000000005,20.051344,170.0,
4853,Sweden,Hydro,61.38164499999999,13.731379,100.0,
4854,Sweden,Hydro,61.38164499999999,13.731379,100.0,
4855,Sweden,Hydro,61.38164499999999,13.731379,130.0,
4857,Sweden,Coal,59.352713,18.103412,130.0,
4858,Sweden,Hydro,67.493432,18.353512,165.0,
4859,Sweden,Hydro,67.493432,18.353512,165.0,
4862,Slovakia,Nuclear,48.4914,17.67734,505.0,1985.0
4863,Slovakia,Nuclear,48.4914,17.67734,505.0,1985.0
4864,Slovakia,Hydro,49.0091,19.91203,122.4,1982.0
4865,Slovakia,Hydro,49.0091,19.91203,122.4,1982.0
4866,Slovakia,Hydro,49.0091,19.91203,122.4,1982.0
4867,Slovakia,Hydro,49.0091,19.91203,122.4,1982.0
4868,Slovakia,Hydro,49.0091,19.91203,122.4,1982.0
4869,Slovakia,Hydro,49.0091,19.91203,122.4,1982.0
4872,Slovakia,Hydro,48.80591,20.38578,2.0,1994.0
4874,Slovakia,Hydro,48.80591,20.38578,12.0,1954.0
4875,Slovakia,Hydro,48.80591,20.38578,12.0,1954.0
4878,Slovakia,Hydro,48.96319,18.1451,8.25,1949.0
4879,Slovakia,Hydro,48.96319,18.1451,8.25,1949.0
4880,Slovakia,Hydro,47.88004,17.53841,720.0,1992.0
4881,Slovakia,Hydro,48.66046,17.85503,12.75,1955.0
4882,Slovakia,Hydro,48.66046,17.85503,12.75,1955.0
4883,Slovakia,Hydro,49.25737,18.68102,10.5,1964.0
4884,Slovakia,Hydro,49.25737,18.68102,10.5,1964.0
4885,Slovakia,Hydro,49.25737,18.68102,10.5,1964.0
4886,Slovakia,Hydro,49.00567,18.23494,7.5,1946.0
4887,Slovakia,Hydro,49.00567,18.23494,7.5,1946.0
4888,Slovakia,Hydro,48.86096,17.96874,12.75,1953.0
4889,Slovakia,Hydro,48.86096,17.96874,12.75,1953.0
4890,Slovakia,Hydro,48.19048,17.8285,22.53,1985.0
4891,Slovakia,Hydro,48.19048,17.8285,22.53,1985.0
4893,Slovakia,Hydro,49.12796,19.0955,8.25,1957.0
4894,Slovakia,Hydro,49.12796,19.0955,8.25,1957.0
4895,Slovakia,Hydro,49.12796,19.0955,8.25,1957.0
4896,Slovakia,Hydro,49.04976,18.29794,9.45,1936.0
4897,Slovakia,Hydro,49.04976,18.29794,9.45,1936.0
4898,Slovakia,Hydro,49.13197,18.9114,12.8,1961.0
4899,Slovakia,Hydro,49.13197,18.9114,12.8,1961.0
4900,Slovakia,Hydro,49.13197,18.9114,12.8,1961.0
4901,Slovakia,Hydro,49.09823,19.48484,49.0,1976.0
4902,Slovakia,Hydro,49.09823,19.48484,49.0,1976.0
4903,Slovakia,Hydro,49.09823,19.48484,50.0,1976.0
4904,Slovakia,Hydro,49.09823,19.48484,50.0,1976.0
4905,Slovakia,Hydro,48.48843,17.794079999999997,14.4,1961.0
4906,Slovakia,Hydro,48.48843,17.794079999999997,14.4,1961.0
4907,Slovakia,Hydro,48.48843,17.794079999999997,14.4,1961.0
4909,Slovakia,Hydro,49.19271,18.50829,31.2,1965.0
4910,Slovakia,Hydro,49.19271,18.50829,31.2,1965.0
4911,Slovakia,Hydro,49.19271,18.50829,31.2,1965.0
4912,Slovakia,Nuclear,48.26409,18.45326,470.0,2000.0
4913,Slovakia,Nuclear,48.26409,18.45326,470.0,2000.0
4915,Slovakia,Hydro,49.12745,18.36424,22.5,1958.0
4916,Slovakia,Hydro,49.12745,18.36424,22.5,1958.0
4917,Slovakia,Hydro,49.12745,18.36424,22.5,1958.0
4920,Slovakia,Hydro,48.77245,17.85146,12.75,1954.0
4921,Slovakia,Hydro,48.77245,17.85146,12.75,1954.0
4922,Slovakia,Hydro,49.37534,19.55849,10.87,1954.0
4923,Slovakia,Hydro,49.37534,19.55849,10.88,1954.0
4924,Slovakia,Hydro,49.13312,18.45366,18.4,1964.0
4925,Slovakia,Hydro,49.13312,18.45366,18.4,1964.0
4926,Slovakia,Hydro,49.13312,18.45366,18.4,1964.0
4929,Slovakia,Hydro,48.86048,21.09436,1.8,1974.0
4930,Slovakia,Hydro,48.86048,21.09436,30.0,1972.0
4931,Slovakia,Hydro,48.86048,21.09436,30.0,1972.0
4932,Slovakia,Hydro,49.10656,18.99204,12.8,1958.0
4933,Slovakia,Hydro,49.10656,18.99204,12.8,1958.0
4934,Slovakia,Hydro,49.10656,18.99204,12.8,1958.0
4936,Slovakia,Hydro,48.90208,18.05579,8.05,1956.0
4937,Slovakia,Hydro,48.90208,18.05579,8.05,1956.0
4938,Slovakia,Hydro,49.33669,19.54867,2.8,1979.0
4939,Slovakia,Hydro,49.33669,19.54867,2.8,1979.0
4940,Slovakia,Hydro,49.33669,19.54867,0.5,1979.0
4941,Slovakia,Hydro,48.26891,18.52822,2.4,1988.0
4942,Slovakia,Hydro,48.26891,18.52822,2.4,1988.0
4943,Slovakia,Hydro,48.26891,18.52822,0.52,1988.0
4944,Slovakia,Coal,48.554390000000005,21.97402,220.0,2001.0
4945,Slovakia,Hydro,49.21553,18.77683,31.5,1998.0
4947,Slovenia,Hydro,45.99027,15.38183,13.04,2009.0
4948,Slovenia,Hydro,45.99027,15.38183,13.04,2009.0
4949,Slovenia,Hydro,45.99027,15.38183,13.04,2009.0
4950,Slovenia,Hydro,46.08412,13.66757,185.0,2009.0
4952,Slovenia,Hydro,46.01704,15.28121,10.84,2006.0
4953,Slovenia,Hydro,46.01704,15.28121,10.84,2006.0
4954,Slovenia,Hydro,46.01704,15.28121,10.84,2006.0
4955,Slovenia,Gas_OCGT,45.99757,15.47853,23.0,1975.0
4956,Slovenia,Gas_OCGT,45.99757,15.47853,23.0,1975.0
4957,Slovenia,Gas_OCGT,45.99757,15.47853,23.0,1975.0
4958,Slovenia,Gas_OCGT,45.99757,15.47853,114.0,2000.0
4959,Slovenia,Gas_OCGT,45.99757,15.47853,114.0,2000.0
4960,Slovenia,Gas_OCGT,45.99757,15.47853,53.0,
4961,Slovenia,Hydro,45.89888,15.5882,15.8,2017.0
4962,Slovenia,Hydro,45.89888,15.5882,15.8,2017.0
4963,Slovenia,Hydro,45.89888,15.5882,15.8,2017.0
4967,Slovenia,Hydro,46.11382,13.68811,10.0,1939.0
4968,Slovenia,Hydro,46.11382,13.68811,10.0,1939.0
4969,Slovenia,Hydro,46.11382,13.68811,10.0,1939.0
4970,Slovenia,Hydro,46.11382,13.68811,40.0,2002.0
4971,Slovenia,Hydro,46.58558,15.01881,8.73,1944.0
4972,Slovenia,Hydro,46.58558,15.01881,8.73,1944.0
4973,Slovenia,Hydro,46.58558,15.01881,8.73,1955.0
4974,Slovenia,Hydro,46.55874,15.44511,19.3,1918.0
4975,Slovenia,Hydro,46.55874,15.44511,19.3,1918.0
4976,Slovenia,Hydro,46.55874,15.44511,19.3,1918.0
4977,Slovenia,Hydro,46.40251,16.033739999999998,58.0,1978.0
4978,Slovenia,Hydro,46.40251,16.033739999999998,58.0,1978.0
4985,Slovenia,Nuclear,45.93833,15.51554,696.0,
4986,Slovenia,Hydro,45.97461,15.48091,13.04,2013.0
4987,Slovenia,Hydro,45.97461,15.48091,13.04,2013.0
4988,Slovenia,Hydro,45.97461,15.48091,13.04,2013.0
4989,Slovenia,Lignite,46.05811,14.54381,42.0,1966.0
4990,Slovenia,Lignite,46.05811,14.54381,42.0,1967.0
4991,Slovenia,Lignite,46.05811,14.54381,50.0,1985.0
4993,Slovenia,Hydro,46.56804,15.60415,20.0,1948.0
4994,Slovenia,Hydro,46.56804,15.60415,20.0,1953.0
4995,Slovenia,Hydro,46.56804,15.60415,20.0,1960.0
4996,Slovenia,Hydro,46.38817,15.926479999999998,0.3875,2012.0
4997,Slovenia,Hydro,46.38817,15.926479999999998,0.3875,2012.0
4999,Slovenia,Hydro,46.18387,14.40805,38.0,1986.0
5000,Slovenia,Hydro,46.14578,14.41438,25.0,1953.0
5001,Slovenia,Hydro,46.56087,15.67309,1.13,
5003,Slovenia,Hydro,45.87102,15.67196,9.35,
5004,Slovenia,Hydro,45.87102,15.67196,9.35,
5005,Slovenia,Hydro,45.87102,15.67196,9.35,
5006,Slovenia,Hydro,46.41016,14.12601,21.0,1977.0
5009,Slovenia,Hydro,46.577290000000005,15.40599,24.4,1960.0
5010,Slovenia,Hydro,46.577290000000005,15.40599,24.4,1960.0
5011,Slovenia,Hydro,46.577290000000005,15.40599,24.4,1960.0
5014,Slovenia,Hydro,46.09935,13.64256,7.5,1940.0
5015,Slovenia,Hydro,46.09935,13.64256,7.5,1940.0
5016,Slovenia,Hydro,46.05256,13.60608,20.0,2002.0
5021,Slovenia,Hydro,45.98441,13.65506,10.66,1984.0
5022,Slovenia,Hydro,45.98441,13.65506,10.66,1984.0
5023,Slovenia,Hydro,45.98441,13.65506,10.66,1984.0
5024,Slovenia,Lignite,46.37305,15.05384,345.0,
5025,Slovenia,Lignite,46.37305,15.05384,600.0,2015.0
5030,Slovenia,Hydro,46.04415,15.22365,34.0,1989.0
